"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","intercropGermplasmDbId","intercropGermplasmName","germplasmEntryNumber","Freeze damage severity - 0-9 Rating|CO_350:0005001","Growth stage - Zadoks|day 309|COMP:0000093","Pea freeze damage severity - 0-5 Rating|COMP:0000051","Pea growth stage - BBCH|day 309|COMP:0000094","Pea plant establishment - plants/ft2|COMP:0000052","Pea winter survival - percent|COMP:0000050","Plant establishment - plants/ft2|CO_350:0005124","Winter survival - percent|CO_350:0000170","notes","CU_2025_Ithaca_WOP_PLOT_Blaze"
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","703555","TX18OCS9104","","subplot","730608","CU_2025_Ithaca_WOP_PLOT_135_subplot_3","1","1","135","3","11","test","","","","","","","","","0","","53","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","96792","NF18","","plot","730050","CU_2025_Ithaca_WOP_PLOT_136","1","1","136","3","12","test","","101814","BLAZE","","8","1.3","4","1.3","","70","","10","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","96792","NF18","","subplot","730756","CU_2025_Ithaca_WOP_PLOT_136_subplot_1","1","1","136","3","12","test","","","","","","","","","9","","17","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","96792","NF18","","subplot","730757","CU_2025_Ithaca_WOP_PLOT_136_subplot_2","1","1","136","3","12","test","","","","","","","","","4","","38","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","96792","NF18","","subplot","730758","CU_2025_Ithaca_WOP_PLOT_136_subplot_3","1","1","136","3","12","test","","","","","","","","","4","","25","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","96792","NF18","","plot","730244","CU_2025_Ithaca_WOP_PLOT_137","1","1","137","4","12","test","","","","","8","1.3","5","","","0","","10","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","96792","NF18","","subplot","730831","CU_2025_Ithaca_WOP_PLOT_137_subplot_1","1","1","137","4","12","test","","","","","","","","","0","","44","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","96792","NF18","","subplot","730832","CU_2025_Ithaca_WOP_PLOT_137_subplot_2","1","1","137","4","12","test","","","","","","","","","0","","29","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","96792","NF18","","subplot","730833","CU_2025_Ithaca_WOP_PLOT_137_subplot_3","1","1","137","4","12","test","","","","","","","","","0","","27","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","703615","TX18OCS9100","","plot","730020","CU_2025_Ithaca_WOP_PLOT_138","1","1","138","4","11","test","","101814","BLAZE","","8","1.3","4","1.3","","70","","30","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","703615","TX18OCS9100","","subplot","730600","CU_2025_Ithaca_WOP_PLOT_138_subplot_1","1","1","138","4","11","test","","","","","","","","","7","","20","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","703615","TX18OCS9100","","subplot","730601","CU_2025_Ithaca_WOP_PLOT_138_subplot_2","1","1","138","4","11","test","","","","","","","","","6","","41","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","703615","TX18OCS9100","","subplot","730602","CU_2025_Ithaca_WOP_PLOT_138_subplot_3","1","1","138","4","11","test","","","","","","","","","14","","24","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","703615","TX18OCS9100","","plot","730162","CU_2025_Ithaca_WOP_PLOT_139","1","1","139","4","10","test","","","","","7","1.3","5","","","0","","40","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","703615","TX18OCS9100","","subplot","731053","CU_2025_Ithaca_WOP_PLOT_139_subplot_1","1","1","139","4","10","test","","","","","","","","","0","","28","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","703615","TX18OCS9100","","subplot","731054","CU_2025_Ithaca_WOP_PLOT_139_subplot_2","1","1","139","4","10","test","","","","","","","","","0","","38","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","703615","TX18OCS9100","","subplot","731055","CU_2025_Ithaca_WOP_PLOT_139_subplot_3","1","1","139","4","10","test","","","","","","","","","0","","32","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","92431","KARCAGI","03C0700401,C7-0401H,Cz-15,HUN003:008379,HUN003:016563,I-6-5,Karcagi,Karcagi (grey) Cz- 15,Karcagi oszizab,Karcagi ?szizab,RCAT010893,RCAT011914,RCAT012484,RL 480,RL No. 480","plot","730022","CU_2025_Ithaca_WOP_PLOT_140","1","1","140","4","9","test","","101814","BLAZE","","9","1.3","4","1.2","","50","","0","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","92431","KARCAGI","03C0700401,C7-0401H,Cz-15,HUN003:008379,HUN003:016563,I-6-5,Karcagi,Karcagi (grey) Cz- 15,Karcagi oszizab,Karcagi ?szizab,RCAT010893,RCAT011914,RCAT012484,RL 480,RL No. 480","subplot","730291","CU_2025_Ithaca_WOP_PLOT_140_subplot_1","1","1","140","4","9","test","","","","","","","","","3","","19","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","92431","KARCAGI","03C0700401,C7-0401H,Cz-15,HUN003:008379,HUN003:016563,I-6-5,Karcagi,Karcagi (grey) Cz- 15,Karcagi oszizab,Karcagi ?szizab,RCAT010893,RCAT011914,RCAT012484,RL 480,RL No. 480","subplot","730292","CU_2025_Ithaca_WOP_PLOT_140_subplot_2","1","1","140","4","9","test","","","","","","","","","3","","41","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","92431","KARCAGI","03C0700401,C7-0401H,Cz-15,HUN003:008379,HUN003:016563,I-6-5,Karcagi,Karcagi (grey) Cz- 15,Karcagi oszizab,Karcagi ?szizab,RCAT010893,RCAT011914,RCAT012484,RL 480,RL No. 480","subplot","730293","CU_2025_Ithaca_WOP_PLOT_140_subplot_3","1","1","140","4","9","test","","","","","","","","","12","","58","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","703601","NC20-4551","","plot","730136","CU_2025_Ithaca_WOP_PLOT_141","1","1","141","4","8","test","","101814","BLAZE","","8","1.3","4","1.2","","70","","20","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","703601","NC20-4551","","subplot","730918","CU_2025_Ithaca_WOP_PLOT_141_subplot_1","1","1","141","4","8","test","","","","","","","","","9","","36","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","703601","NC20-4551","","subplot","730919","CU_2025_Ithaca_WOP_PLOT_141_subplot_2","1","1","141","4","8","test","","","","","","","","","7","","29","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","703601","NC20-4551","","subplot","730920","CU_2025_Ithaca_WOP_PLOT_141_subplot_3","1","1","141","4","8","test","","","","","","","","","7","","22","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","703601","NC20-4551","","plot","730038","CU_2025_Ithaca_WOP_PLOT_142","1","1","142","4","7","test","","","","","6","1.3","5","","","0","","50","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","703601","NC20-4551","","subplot","730837","CU_2025_Ithaca_WOP_PLOT_142_subplot_1","1","1","142","4","7","test","","","","","","","","","0","","20","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","703601","NC20-4551","","subplot","730838","CU_2025_Ithaca_WOP_PLOT_142_subplot_2","1","1","142","4","7","test","","","","","","","","","0","","23","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","703601","NC20-4551","","subplot","730839","CU_2025_Ithaca_WOP_PLOT_142_subplot_3","1","1","142","4","7","test","","","","","","","","","0","","37","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","97826","OZARK|POGI","03C0701776,AR 102-5,Arkansas 102-5,Ozark,Ozark Oat","plot","730076","CU_2025_Ithaca_WOP_PLOT_201","1","2","201","4","6","test","","","","","6","1.3","5","","","0","","50","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","97826","OZARK|POGI","03C0701776,AR 102-5,Arkansas 102-5,Ozark,Ozark Oat","subplot","731248","CU_2025_Ithaca_WOP_PLOT_201_subplot_1","1","2","201","4","6","test","","","","","","","","","0","","52","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","97826","OZARK|POGI","03C0701776,AR 102-5,Arkansas 102-5,Ozark,Ozark Oat","subplot","731249","CU_2025_Ithaca_WOP_PLOT_201_subplot_2","1","2","201","4","6","test","","","","","","","","","0","","27","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","97826","OZARK|POGI","03C0701776,AR 102-5,Arkansas 102-5,Ozark,Ozark Oat","subplot","731250","CU_2025_Ithaca_WOP_PLOT_201_subplot_3","1","2","201","4","6","test","","","","","","","","","0","","23","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","97826","OZARK|POGI","03C0701776,AR 102-5,Arkansas 102-5,Ozark,Ozark Oat","plot","730118","CU_2025_Ithaca_WOP_PLOT_202","1","2","202","4","5","test","","101814","BLAZE","","6","1.3","4","1.3","","80","","40","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","97826","OZARK|POGI","03C0701776,AR 102-5,Arkansas 102-5,Ozark,Ozark Oat","subplot","731068","CU_2025_Ithaca_WOP_PLOT_202_subplot_1","1","2","202","4","5","test","","","","","","","","","3","","17","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","97826","OZARK|POGI","03C0701776,AR 102-5,Arkansas 102-5,Ozark,Ozark Oat","subplot","731069","CU_2025_Ithaca_WOP_PLOT_202_subplot_2","1","2","202","4","5","test","","","","","","","","","5","","34","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","97826","OZARK|POGI","03C0701776,AR 102-5,Arkansas 102-5,Ozark,Ozark Oat","subplot","731070","CU_2025_Ithaca_WOP_PLOT_202_subplot_3","1","2","202","4","5","test","","","","","","","","","14","","22","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","703565","NF99401_1-1","","plot","729985","CU_2025_Ithaca_WOP_PLOT_203","1","2","203","4","4","test","","101814","BLAZE","","7","1.3","3","1.3","","80","","30","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","703565","NF99401_1-1","","subplot","731026","CU_2025_Ithaca_WOP_PLOT_203_subplot_1","1","2","203","4","4","test","","","","","","","","","8","","41","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","703565","NF99401_1-1","","subplot","731027","CU_2025_Ithaca_WOP_PLOT_203_subplot_2","1","2","203","4","4","test","","","","","","","","","6","","34","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","703565","NF99401_1-1","","subplot","731028","CU_2025_Ithaca_WOP_PLOT_203_subplot_3","1","2","203","4","4","test","","","","","","","","","4","","25","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","703565","NF99401_1-1","","plot","730029","CU_2025_Ithaca_WOP_PLOT_204","1","2","204","4","3","test","","","","","4","1.3","5","","","0","","80","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","703565","NF99401_1-1","","subplot","730378","CU_2025_Ithaca_WOP_PLOT_204_subplot_1","1","2","204","4","3","test","","","","","","","","","0","","20","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","703565","NF99401_1-1","","subplot","730379","CU_2025_Ithaca_WOP_PLOT_204_subplot_2","1","2","204","4","3","test","","","","","","","","","0","","31","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","703565","NF99401_1-1","","subplot","730380","CU_2025_Ithaca_WOP_PLOT_204_subplot_3","1","2","204","4","3","test","","","","","","","","","0","","33","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","703597","LA17089SBS-45-1-1","","plot","730180","CU_2025_Ithaca_WOP_PLOT_205","1","2","205","4","2","test","","101814","BLAZE","","8","1.3","3","1.4","","80","","10","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","703597","LA17089SBS-45-1-1","","subplot","730573","CU_2025_Ithaca_WOP_PLOT_205_subplot_1","1","2","205","4","2","test","","","","","","","","","11","","43","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","703597","LA17089SBS-45-1-1","","subplot","730574","CU_2025_Ithaca_WOP_PLOT_205_subplot_2","1","2","205","4","2","test","","","","","","","","","6","","25","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","703597","LA17089SBS-45-1-1","","subplot","730575","CU_2025_Ithaca_WOP_PLOT_205_subplot_3","1","2","205","4","2","test","","","","","","","","","1","","17","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","703597","LA17089SBS-45-1-1","","plot","730044","CU_2025_Ithaca_WOP_PLOT_206","1","2","206","4","1","test","","","","","7","1.3","5","","","0","","40","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","703597","LA17089SBS-45-1-1","","subplot","730708","CU_2025_Ithaca_WOP_PLOT_206_subplot_1","1","2","206","4","1","test","","","","","","","","","0","","21","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","703597","LA17089SBS-45-1-1","","subplot","730709","CU_2025_Ithaca_WOP_PLOT_206_subplot_2","1","2","206","4","1","test","","","","","","","","","0","","33","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","703597","LA17089SBS-45-1-1","","subplot","730710","CU_2025_Ithaca_WOP_PLOT_206_subplot_3","1","2","206","4","1","test","","","","","","","","","0","","20","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","93453","SA21","","plot","730231","CU_2025_Ithaca_WOP_PLOT_207","1","2","207","5","1","test","","101814","BLAZE","","9","1.3","4","1.3","","70","","0","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","93453","SA21","","subplot","730786","CU_2025_Ithaca_WOP_PLOT_207_subplot_1","1","2","207","5","1","test","","","","","","","","","3","","12","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","93453","SA21","","subplot","730787","CU_2025_Ithaca_WOP_PLOT_207_subplot_2","1","2","207","5","1","test","","","","","","","","","5","","53","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","93453","SA21","","subplot","730788","CU_2025_Ithaca_WOP_PLOT_207_subplot_3","1","2","207","5","1","test","","","","","","","","","12","","36","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","85979","PI365616","FM361","plot","730100","CU_2025_Ithaca_WOP_PLOT_208","1","2","208","5","2","test","","101814","BLAZE","","9","1.3","4","1.3","","60","","0","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","85979","PI365616","FM361","subplot","730594","CU_2025_Ithaca_WOP_PLOT_208_subplot_1","1","2","208","5","2","test","","","","","","","","","11","","37","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","85979","PI365616","FM361","subplot","730595","CU_2025_Ithaca_WOP_PLOT_208_subplot_2","1","2","208","5","2","test","","","","","","","","","6","","44","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","85979","PI365616","FM361","subplot","730596","CU_2025_Ithaca_WOP_PLOT_208_subplot_3","1","2","208","5","2","test","","","","","","","","","4","","19","","",""
"2025","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6801","CU_2025_Ithaca_WOP_PLOT","2025 winter oat pea intercrop trial located in Ithaca","MAD","1.26","","0.2772","","","2024-October-04","","171","Ithaca, NY - Snyder","703589","NF12AS-73-4_3","","plot","730214","CU_2025_Ithaca_WOP_PLOT_209","1","2","209","5","3","test","","","","","5","1.3","5","","","0","","80","",""
