"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","intercropGermplasmDbId","intercropGermplasmName","germplasmEntryNumber","Freeze damage severity - 0-9 Rating|CO_350:0005001","Grain yield - g/m2|CO_350:0000260","Winter survival - percent|CO_350:0000170","notes","Cornell_WinterOatPeaIntercrop_2024_Ithaca_pea_genotype_Blaze"
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","100715","AURORA","03C0700770,259-11,AURO,Aurora,Aurora 183,Aurora A,Aurora B,BG-008380,BG-008381,BG-009384,BGR7898,C7-0770,GBR011 802,NRGC-01978,NRGC-01979,NRGC-01980,RL 1225,RL1225,RL 233,RL 831,Sunrise,Yellow Peruvian","subplot","717240","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_24_subplot_2","2","2","24","2","5","test","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","100715","AURORA","03C0700770,259-11,AURO,Aurora,Aurora 183,Aurora A,Aurora B,BG-008380,BG-008381,BG-009384,BGR7898,C7-0770,GBR011 802,NRGC-01978,NRGC-01979,NRGC-01980,RL 1225,RL1225,RL 233,RL 831,Sunrise,Yellow Peruvian","subplot","717241","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_24_subplot_3","2","2","24","2","5","test","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703553","Gerard 227","Gerard227","plot","703757","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_250","7","7","250","6","17","test","","","","","4","272.751322751323","100","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703553","Gerard 227","Gerard227","subplot","716945","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_250_subplot_1","7","7","250","6","17","test","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703553","Gerard 227","Gerard227","subplot","716946","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_250_subplot_2","7","7","250","6","17","test","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703553","Gerard 227","Gerard227","subplot","716947","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_250_subplot_3","7","7","250","6","17","test","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703567","NF97405B2","","plot","703813","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_263","8","8","263","7","25","test","","","","","4","196.825396825397","100","","1"
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703567","NF97405B2","","subplot","717140","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_263_subplot_1","8","8","263","7","25","test","","","","","","","","","1"
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703567","NF97405B2","","subplot","717141","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_263_subplot_2","8","8","263","7","25","test","","","","","","","","","1"
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703567","NF97405B2","","subplot","717142","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_263_subplot_3","8","8","263","7","25","test","","","","","","","","","1"
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703567","NF97405B2","","plot","703842","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_264","8","8","264","7","26","test","","","","","NA","238.899613899614","100","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703567","NF97405B2","","subplot","717185","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_264_subplot_1","8","8","264","7","26","test","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703567","NF97405B2","","subplot","717186","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_264_subplot_2","8","8","264","7","26","test","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703567","NF97405B2","","subplot","717187","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_264_subplot_3","8","8","264","7","26","test","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703569","NC20-4526","","plot","703867","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_31","2","2","31","3","3","test","","","","","1","316.664012316186","100","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703569","NC20-4526","","subplot","717098","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_31_subplot_1","2","2","31","3","3","test","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703569","NC20-4526","","subplot","717099","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_31_subplot_2","2","2","31","3","3","test","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703569","NC20-4526","","subplot","717100","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_31_subplot_3","2","2","31","3","3","test","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703569","NC20-4526","","plot","703964","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_32","2","2","32","3","4","test","","","","","2","311.264530595386","100","","1"
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703569","NC20-4526","","subplot","716405","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_32_subplot_1","2","2","32","3","4","test","","","","","","","","","1"
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703569","NC20-4526","","subplot","716406","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_32_subplot_2","2","2","32","3","4","test","","","","","","","","","1"
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703569","NC20-4526","","subplot","716407","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_32_subplot_3","2","2","32","3","4","test","","","","","","","","","1"
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703547","NF13-4126-4_3","","plot","703645","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_337","10","10","337","13","4","test","","","","","3","206.627680311891","100","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703547","NF13-4126-4_3","","subplot","717122","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_337_subplot_1","10","10","337","13","4","test","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703547","NF13-4126-4_3","","subplot","717123","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_337_subplot_2","10","10","337","13","4","test","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703547","NF13-4126-4_3","","subplot","717124","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_337_subplot_3","10","10","337","13","4","test","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703547","NF13-4126-4_3","","plot","703638","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_338","10","10","338","13","5","test","","","","","3","282.277859597447","100","","1"
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703547","NF13-4126-4_3","","subplot","716330","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_338_subplot_1","10","10","338","13","5","test","","","","","","","","","1"
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703547","NF13-4126-4_3","","subplot","716331","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_338_subplot_2","10","10","338","13","5","test","","","","","","","","","1"
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703547","NF13-4126-4_3","","subplot","716332","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_338_subplot_3","10","10","338","13","5","test","","","","","","","","","1"
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703570","NF12AS-107-4_4","","plot","703769","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_359","10","10","359","14","25","test","","","","","4","252.380952380952","100","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703570","NF12AS-107-4_4","","subplot","717263","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_359_subplot_1","10","10","359","14","25","test","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703570","NF12AS-107-4_4","","subplot","717264","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_359_subplot_2","10","10","359","14","25","test","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703570","NF12AS-107-4_4","","subplot","717265","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_359_subplot_3","10","10","359","14","25","test","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703570","NF12AS-107-4_4","","plot","703629","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_360","10","10","360","14","24","test","","","","","4","162.738496071829","100","","1"
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703570","NF12AS-107-4_4","","subplot","716744","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_360_subplot_1","10","10","360","14","24","test","","","","","","","","","1"
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703570","NF12AS-107-4_4","","subplot","716745","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_360_subplot_2","10","10","360","14","24","test","","","","","","","","","1"
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703570","NF12AS-107-4_4","","subplot","716746","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_360_subplot_3","10","10","360","14","24","test","","","","","","","","","1"
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703567","NF97405B2","","plot","703691","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_371","10","10","371","14","13","test","","","","","4","205.555555555556","100","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703567","NF97405B2","","subplot","716204","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_371_subplot_1","10","10","371","14","13","test","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703567","NF97405B2","","subplot","716205","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_371_subplot_2","10","10","371","14","13","test","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703567","NF97405B2","","subplot","716206","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_371_subplot_3","10","10","371","14","13","test","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703567","NF97405B2","","plot","703965","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_372","10","10","372","14","12","test","","","","","4","194.805194805195","100","","1"
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703567","NF97405B2","","subplot","716801","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_372_subplot_1","10","10","372","14","12","test","","","","","","","","","1"
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703567","NF97405B2","","subplot","716802","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_372_subplot_2","10","10","372","14","12","test","","","","","","","","","1"
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703567","NF97405B2","","subplot","716803","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_372_subplot_3","10","10","372","14","12","test","","","","","","","","","1"
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703561","NF12AS-108-4_1","","plot","703660","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_375","10","10","375","14","9","test","","","","","4","219.53188054883","100","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703561","NF12AS-108-4_1","","subplot","716519","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_375_subplot_1","10","10","375","14","9","test","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703561","NF12AS-108-4_1","","subplot","716520","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_375_subplot_2","10","10","375","14","9","test","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703561","NF12AS-108-4_1","","subplot","716521","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_375_subplot_3","10","10","375","14","9","test","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703561","NF12AS-108-4_1","","plot","703973","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_376","10","10","376","14","8","test","","","","","4","226.717726717727","100","","1"
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703561","NF12AS-108-4_1","","subplot","716174","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_376_subplot_1","10","10","376","14","8","test","","","","","","","","","1"
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703561","NF12AS-108-4_1","","subplot","716175","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_376_subplot_2","10","10","376","14","8","test","","","","","","","","","1"
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703561","NF12AS-108-4_1","","subplot","716176","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_376_subplot_3","10","10","376","14","8","test","","","","","","","","","1"
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703622","NC20-4452","","plot","703809","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_5","2","2","5","1","5","test","","","","","1","298.412698412698","100","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703622","NC20-4452","","subplot","717173","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_5_subplot_1","2","2","5","1","5","test","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703622","NC20-4452","","subplot","717174","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_5_subplot_2","2","2","5","1","5","test","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703622","NC20-4452","","subplot","717175","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_5_subplot_3","2","2","5","1","5","test","","","","","","","","",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703622","NC20-4452","","plot","703759","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_6","2","2","6","1","6","test","","","","","1","207.246620674182","100","","1"
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703553","Gerard 227","Gerard227","plot","703991","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_69","3","3","69","5","13","test","","","","","1","269.949249541086","100","","1"
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703553","Gerard 227","Gerard227","subplot","716909","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_69_subplot_1","3","3","69","5","13","test","","","","","","","","","1"
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703553","Gerard 227","Gerard227","subplot","716910","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_69_subplot_2","3","3","69","5","13","test","","","","","","","","","1"
