studyYear,programDbId,programName,programDescription,studyDbId,studyName,studyDescription,studyDesign,plotWidth,plotLength,fieldSize,fieldTrialIsPlannedToBeGenotyped,fieldTrialIsPlannedToCross,plantingDate,harvestDate,locationDbId,locationName,germplasmDbId,germplasmName,germplasmSynonyms,observationLevel,observationUnitDbId,observationUnitName,replicate,blockNumber,plotNumber,rowNumber,colNumber,entryType,plantNumber,intercropGermplasmDbId,intercropGermplasmName,germplasmEntryNumber,Crown rust severity (flag leaf) - percent|CO_350:0005029,Freeze damage severity - 0-9 Rating|CO_350:0005001,Grain yield - g/m2|CO_350:0000260,Winter stress severity - 0-9 Rating|CO_350:0005003,notes
2015,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,2481,UWOYT_2015_MattMoore,"Uniform Winter Oat Yield Trial, , Buckthorn nursery. Crown rust severity and infection type were rated on 2015/7/9 (T1), 2015/07/14 (T2), 2015/7/17 (T3) and 2015/7/23 (T4). The numeric value available in T3/Oat is time point 2. Crown rust infection type",CRD,,,,no,no,,,124,"Saint Paul, MN",97797,LA07007SBSBSB-24,,plot,268681,UWOYT_2015_MattMoore_LA07007SBSBSB-24_17,1,1,1017,,,test,,,,,60,,,,
2015,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,2481,UWOYT_2015_MattMoore,"Uniform Winter Oat Yield Trial, , Buckthorn nursery. Crown rust severity and infection type were rated on 2015/7/9 (T1), 2015/07/14 (T2), 2015/7/17 (T3) and 2015/7/23 (T4). The numeric value available in T3/Oat is time point 2. Crown rust infection type",CRD,,,,no,no,,,124,"Saint Paul, MN",99130,LA07024SBSBSBS-7-S1,,plot,268671,UWOYT_2015_MattMoore_LA07024SBSBSBS-7-S1_18,1,1,1018,,,test,,,,,10.66666667,,,,
2015,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,2481,UWOYT_2015_MattMoore,"Uniform Winter Oat Yield Trial, , Buckthorn nursery. Crown rust severity and infection type were rated on 2015/7/9 (T1), 2015/07/14 (T2), 2015/7/17 (T3) and 2015/7/23 (T4). The numeric value available in T3/Oat is time point 2. Crown rust infection type",CRD,,,,no,no,,,124,"Saint Paul, MN",97231,LA07049SBSBSBS-52-S1,,plot,268682,UWOYT_2015_MattMoore_LA07049SBSBSBS-52-S1_19,1,1,1019,,,test,,,,,48.33333333,,,,
2015,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,2481,UWOYT_2015_MattMoore,"Uniform Winter Oat Yield Trial, , Buckthorn nursery. Crown rust severity and infection type were rated on 2015/7/9 (T1), 2015/07/14 (T2), 2015/7/17 (T3) and 2015/7/23 (T4). The numeric value available in T3/Oat is time point 2. Crown rust infection type",CRD,,,,no,no,,,124,"Saint Paul, MN",100578,LA07065SBSBSB-32,,plot,268672,UWOYT_2015_MattMoore_LA07065SBSBSB-32_20,1,1,1020,,,test,,,,,21.66666667,,,,
2015,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,2481,UWOYT_2015_MattMoore,"Uniform Winter Oat Yield Trial, , Buckthorn nursery. Crown rust severity and infection type were rated on 2015/7/9 (T1), 2015/07/14 (T2), 2015/7/17 (T3) and 2015/7/23 (T4). The numeric value available in T3/Oat is time point 2. Crown rust infection type",CRD,,,,no,no,,,124,"Saint Paul, MN",101405,LA07065SBS-FS2-AB1,,plot,268665,UWOYT_2015_MattMoore_LA07065SBS-FS2-AB1_30,1,1,1030,,,test,,,,,48.33333333,,,,
2015,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,2481,UWOYT_2015_MattMoore,"Uniform Winter Oat Yield Trial, , Buckthorn nursery. Crown rust severity and infection type were rated on 2015/7/9 (T1), 2015/07/14 (T2), 2015/7/17 (T3) and 2015/7/23 (T4). The numeric value available in T3/Oat is time point 2. Crown rust infection type",CRD,,,,no,no,,,124,"Saint Paul, MN",97204,LA07070SBSBSBS-65-S1,,plot,268684,UWOYT_2015_MattMoore_LA07070SBSBSBS-65-S1_31,1,1,1031,,,test,,,,,25,,,,
2015,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,2481,UWOYT_2015_MattMoore,"Uniform Winter Oat Yield Trial, , Buckthorn nursery. Crown rust severity and infection type were rated on 2015/7/9 (T1), 2015/07/14 (T2), 2015/7/17 (T3) and 2015/7/23 (T4). The numeric value available in T3/Oat is time point 2. Crown rust infection type",CRD,,,,no,no,,,124,"Saint Paul, MN",101234,LA08084SBSBS-15,,plot,268660,UWOYT_2015_MattMoore_LA08084SBSBS-15_21,1,1,1021,,,test,,,,,20,,,,
2015,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,2481,UWOYT_2015_MattMoore,"Uniform Winter Oat Yield Trial, , Buckthorn nursery. Crown rust severity and infection type were rated on 2015/7/9 (T1), 2015/07/14 (T2), 2015/7/17 (T3) and 2015/7/23 (T4). The numeric value available in T3/Oat is time point 2. Crown rust infection type",CRD,,,,no,no,,,124,"Saint Paul, MN",98146,LA08085BS-T2,,plot,268680,UWOYT_2015_MattMoore_LA08085BS-T2_32,1,1,1032,,,test,,,,,56.66666667,,,,
2015,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,2481,UWOYT_2015_MattMoore,"Uniform Winter Oat Yield Trial, , Buckthorn nursery. Crown rust severity and infection type were rated on 2015/7/9 (T1), 2015/07/14 (T2), 2015/7/17 (T3) and 2015/7/23 (T4). The numeric value available in T3/Oat is time point 2. Crown rust infection type",CRD,,,,no,no,,,124,"Saint Paul, MN",100328,LA08085SS-T3,,plot,268655,UWOYT_2015_MattMoore_LA08085SS-T3_22,1,1,1022,,,test,,,,,50,,,,
2015,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,2481,UWOYT_2015_MattMoore,"Uniform Winter Oat Yield Trial, , Buckthorn nursery. Crown rust severity and infection type were rated on 2015/7/9 (T1), 2015/07/14 (T2), 2015/7/17 (T3) and 2015/7/23 (T4). The numeric value available in T3/Oat is time point 2. Crown rust infection type",CRD,,,,no,no,,,124,"Saint Paul, MN",102392,LA09015SBS-U3,,plot,268667,UWOYT_2015_MattMoore_LA09015SBS-U3_34,1,1,1034,,,test,,,,,58.33333333,,,,
2015,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,2481,UWOYT_2015_MattMoore,"Uniform Winter Oat Yield Trial, , Buckthorn nursery. Crown rust severity and infection type were rated on 2015/7/9 (T1), 2015/07/14 (T2), 2015/7/17 (T3) and 2015/7/23 (T4). The numeric value available in T3/Oat is time point 2. Crown rust infection type",CRD,,,,no,no,,,124,"Saint Paul, MN",99405,LA09045SBS-U3,,plot,268661,UWOYT_2015_MattMoore_LA09045SBS-U3_33,1,1,1033,,,test,,,,,60,,,,
2015,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,2481,UWOYT_2015_MattMoore,"Uniform Winter Oat Yield Trial, , Buckthorn nursery. Crown rust severity and infection type were rated on 2015/7/9 (T1), 2015/07/14 (T2), 2015/7/17 (T3) and 2015/7/23 (T4). The numeric value available in T3/Oat is time point 2. Crown rust infection type",CRD,,,,no,no,,,124,"Saint Paul, MN",98574,LA99016,,plot,268686,UWOYT_2015_MattMoore_LA99016_10,1,1,1010,,,check,,,,,16.66666667,,,,
2015,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,2481,UWOYT_2015_MattMoore,"Uniform Winter Oat Yield Trial, , Buckthorn nursery. Crown rust severity and infection type were rated on 2015/7/9 (T1), 2015/07/14 (T2), 2015/7/17 (T3) and 2015/7/23 (T4). The numeric value available in T3/Oat is time point 2. Crown rust infection type",CRD,,,,no,no,,,124,"Saint Paul, MN",101813,MN841801,"CRL-O-841801,MN-841801,MN841801 (3-44),NSGC9365",plot,268656,UWOYT_2015_MattMoore_MN841801_14,1,1,1014,,,check,,,,,31,,,,
2015,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,2481,UWOYT_2015_MattMoore,"Uniform Winter Oat Yield Trial, , Buckthorn nursery. Crown rust severity and infection type were rated on 2015/7/9 (T1), 2015/07/14 (T2), 2015/7/17 (T3) and 2015/7/23 (T4). The numeric value available in T3/Oat is time point 2. Crown rust infection type",CRD,,,,no,no,,,124,"Saint Paul, MN",97968,NC09-4274N,,plot,268664,UWOYT_2015_MattMoore_NC09-4274N_7,1,1,1007,,,test,,,,,41.66666667,,,,
2015,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,2481,UWOYT_2015_MattMoore,"Uniform Winter Oat Yield Trial, , Buckthorn nursery. Crown rust severity and infection type were rated on 2015/7/9 (T1), 2015/07/14 (T2), 2015/7/17 (T3) and 2015/7/23 (T4). The numeric value available in T3/Oat is time point 2. Crown rust infection type",CRD,,,,no,no,,,124,"Saint Paul, MN",98715,NC11-1798Y,,plot,268676,UWOYT_2015_MattMoore_NC11-1798Y_8,1,1,1008,,,test,,,,,18.33333333,,,,
2015,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,2481,UWOYT_2015_MattMoore,"Uniform Winter Oat Yield Trial, , Buckthorn nursery. Crown rust severity and infection type were rated on 2015/7/9 (T1), 2015/07/14 (T2), 2015/7/17 (T3) and 2015/7/23 (T4). The numeric value available in T3/Oat is time point 2. Crown rust infection type",CRD,,,,no,no,,,124,"Saint Paul, MN",98111,NC12-3447,,plot,268670,UWOYT_2015_MattMoore_NC12-3447_23,1,1,1023,,,test,,,,,38.33333333,,,,
2015,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,2481,UWOYT_2015_MattMoore,"Uniform Winter Oat Yield Trial, , Buckthorn nursery. Crown rust severity and infection type were rated on 2015/7/9 (T1), 2015/07/14 (T2), 2015/7/17 (T3) and 2015/7/23 (T4). The numeric value available in T3/Oat is time point 2. Crown rust infection type",CRD,,,,no,no,,,124,"Saint Paul, MN",100132,NC12-3578,,plot,268662,UWOYT_2015_MattMoore_NC12-3578_24,1,1,1024,,,test,,,,,8,,,,
2015,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,2481,UWOYT_2015_MattMoore,"Uniform Winter Oat Yield Trial, , Buckthorn nursery. Crown rust severity and infection type were rated on 2015/7/9 (T1), 2015/07/14 (T2), 2015/7/17 (T3) and 2015/7/23 (T4). The numeric value available in T3/Oat is time point 2. Crown rust infection type",CRD,,,,no,no,,,124,"Saint Paul, MN",97265,NC12-3742,,plot,268673,UWOYT_2015_MattMoore_NC12-3742_25,1,1,1025,,,test,,,,,41.66666667,,,,
2015,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,2481,UWOYT_2015_MattMoore,"Uniform Winter Oat Yield Trial, , Buckthorn nursery. Crown rust severity and infection type were rated on 2015/7/9 (T1), 2015/07/14 (T2), 2015/7/17 (T3) and 2015/7/23 (T4). The numeric value available in T3/Oat is time point 2. Crown rust infection type",CRD,,,,no,no,,,124,"Saint Paul, MN",98420,NC12-3753,,plot,268674,UWOYT_2015_MattMoore_NC12-3753_26,1,1,1026,,,test,,,,,48.33333333,,,,
2015,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,2481,UWOYT_2015_MattMoore,"Uniform Winter Oat Yield Trial, , Buckthorn nursery. Crown rust severity and infection type were rated on 2015/7/9 (T1), 2015/07/14 (T2), 2015/7/17 (T3) and 2015/7/23 (T4). The numeric value available in T3/Oat is time point 2. Crown rust infection type",CRD,,,,no,no,,,124,"Saint Paul, MN",98326,NC12-3963,,plot,268678,UWOYT_2015_MattMoore_NC12-3963_27,1,1,1027,,,test,,,,,16.66666667,,,,
2015,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,2481,UWOYT_2015_MattMoore,"Uniform Winter Oat Yield Trial, , Buckthorn nursery. Crown rust severity and infection type were rated on 2015/7/9 (T1), 2015/07/14 (T2), 2015/7/17 (T3) and 2015/7/23 (T4). The numeric value available in T3/Oat is time point 2. Crown rust infection type",CRD,,,,no,no,,,124,"Saint Paul, MN",90642,PORTAGE,"03C0700912,BGR7918,PORG,Portage,Portage Oats",plot,268659,UWOYT_2015_MattMoore_PORTAGE_1,1,1,1001,,,check,,,,,44,,,,
2015,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,2481,UWOYT_2015_MattMoore,"Uniform Winter Oat Yield Trial, , Buckthorn nursery. Crown rust severity and infection type were rated on 2015/7/9 (T1), 2015/07/14 (T2), 2015/7/17 (T3) and 2015/7/23 (T4). The numeric value available in T3/Oat is time point 2. Crown rust infection type",CRD,,,,no,no,,,124,"Saint Paul, MN",101501,TAMO411,TX05CS 347-1,plot,268675,UWOYT_2015_MattMoore_TAMO411_11,1,1,1011,,,test,,,,,20,,,,
2015,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,2481,UWOYT_2015_MattMoore,"Uniform Winter Oat Yield Trial, , Buckthorn nursery. Crown rust severity and infection type were rated on 2015/7/9 (T1), 2015/07/14 (T2), 2015/7/17 (T3) and 2015/7/23 (T4). The numeric value available in T3/Oat is time point 2. Crown rust infection type",CRD,,,,no,no,,,124,"Saint Paul, MN",98150,TX07CS1948,,plot,268663,UWOYT_2015_MattMoore_TX07CS1948_12,1,1,1012,,,test,,,,,13.33333333,,,,
2015,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,2481,UWOYT_2015_MattMoore,"Uniform Winter Oat Yield Trial, , Buckthorn nursery. Crown rust severity and infection type were rated on 2015/7/9 (T1), 2015/07/14 (T2), 2015/7/17 (T3) and 2015/7/23 (T4). The numeric value available in T3/Oat is time point 2. Crown rust infection type",CRD,,,,no,no,,,124,"Saint Paul, MN",88524,TX07CS2257,,plot,268677,UWOYT_2015_MattMoore_TX07CS2257_3,1,1,1003,,,test,,,,,23.33333333,,,,
2015,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,2481,UWOYT_2015_MattMoore,"Uniform Winter Oat Yield Trial, , Buckthorn nursery. Crown rust severity and infection type were rated on 2015/7/9 (T1), 2015/07/14 (T2), 2015/7/17 (T3) and 2015/7/23 (T4). The numeric value available in T3/Oat is time point 2. Crown rust infection type",CRD,,,,no,no,,,124,"Saint Paul, MN",99532,TX09CS031,,plot,268657,UWOYT_2015_MattMoore_TX09CS031_28,1,1,1028,,,test,,,,,13.33333333,,,,
2015,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,2481,UWOYT_2015_MattMoore,"Uniform Winter Oat Yield Trial, , Buckthorn nursery. Crown rust severity and infection type were rated on 2015/7/9 (T1), 2015/07/14 (T2), 2015/7/17 (T3) and 2015/7/23 (T4). The numeric value available in T3/Oat is time point 2. Crown rust infection type",CRD,,,,no,no,,,124,"Saint Paul, MN",88142,TX09CS049,,plot,268685,UWOYT_2015_MattMoore_TX09CS049_4,1,1,1004,,,test,,,,,11.66666667,,,,
2015,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,2481,UWOYT_2015_MattMoore,"Uniform Winter Oat Yield Trial, , Buckthorn nursery. Crown rust severity and infection type were rated on 2015/7/9 (T1), 2015/07/14 (T2), 2015/7/17 (T3) and 2015/7/23 (T4). The numeric value available in T3/Oat is time point 2. Crown rust infection type",CRD,,,,no,no,,,124,"Saint Paul, MN",99038,TX09CS058,,plot,268669,UWOYT_2015_MattMoore_TX09CS058_29,1,1,1029,,,test,,,,,11.66666667,,,,
2015,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,2481,UWOYT_2015_MattMoore,"Uniform Winter Oat Yield Trial, , Buckthorn nursery. Crown rust severity and infection type were rated on 2015/7/9 (T1), 2015/07/14 (T2), 2015/7/17 (T3) and 2015/7/23 (T4). The numeric value available in T3/Oat is time point 2. Crown rust infection type",CRD,,,,no,no,,,124,"Saint Paul, MN",84935,TX09CS1029,,plot,268666,UWOYT_2015_MattMoore_TX09CS1029_5,1,1,1005,,,test,,,,,8.333333333,,,,
2015,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,2481,UWOYT_2015_MattMoore,"Uniform Winter Oat Yield Trial, , Buckthorn nursery. Crown rust severity and infection type were rated on 2015/7/9 (T1), 2015/07/14 (T2), 2015/7/17 (T3) and 2015/7/23 (T4). The numeric value available in T3/Oat is time point 2. Crown rust infection type",CRD,,,,no,no,,,124,"Saint Paul, MN",90002,TX09CS1112,,plot,268668,UWOYT_2015_MattMoore_TX09CS1112_6,1,1,1006,,,test,,,,,20,,,,
2013,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,2616,UWOYT_2013_MattMoore,"Uniform Winter Oat Yield Trial, , Buckthorn nursery. Crown rust infection type and severity were originally recorded on a qualitative scale (see trait description) and the qualitative data (TrialName_Qualitative.txt) and quantitative data (TrialName.txt)",CRD,,,,no,no,,,124,"Saint Paul, MN",88772,FL0529-N1,,plot,278735,UWOYT_2013_MattMoore_FL0529-N1_8,1,1,1008,,,test,,,,,20,,,,
2013,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,2616,UWOYT_2013_MattMoore,"Uniform Winter Oat Yield Trial, , Buckthorn nursery. Crown rust infection type and severity were originally recorded on a qualitative scale (see trait description) and the qualitative data (TrialName_Qualitative.txt) and quantitative data (TrialName.txt)",CRD,,,,no,no,,,124,"Saint Paul, MN",84699,FL06050-N2,,plot,278744,UWOYT_2013_MattMoore_FL06050-N2_9,1,1,1009,,,test,,,,,60,,,,
2013,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,2616,UWOYT_2013_MattMoore,"Uniform Winter Oat Yield Trial, , Buckthorn nursery. Crown rust infection type and severity were originally recorded on a qualitative scale (see trait description) and the qualitative data (TrialName_Qualitative.txt) and quantitative data (TrialName.txt)",CRD,,,,no,no,,,124,"Saint Paul, MN",89661,FL0709-R3,,plot,278729,UWOYT_2013_MattMoore_FL0709-R3_10,1,1,1010,,,test,,,,,60,,,,
2013,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,2616,UWOYT_2013_MattMoore,"Uniform Winter Oat Yield Trial, , Buckthorn nursery. Crown rust infection type and severity were originally recorded on a qualitative scale (see trait description) and the qualitative data (TrialName_Qualitative.txt) and quantitative data (TrialName.txt)",CRD,,,,no,no,,,124,"Saint Paul, MN",84901,FL0720-R6,,plot,278737,UWOYT_2013_MattMoore_FL0720-R6_3,1,1,1003,,,test,,,,,16,,,,
2013,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,2616,UWOYT_2013_MattMoore,"Uniform Winter Oat Yield Trial, , Buckthorn nursery. Crown rust infection type and severity were originally recorded on a qualitative scale (see trait description) and the qualitative data (TrialName_Qualitative.txt) and quantitative data (TrialName.txt)",CRD,,,,no,no,,,124,"Saint Paul, MN",86810,GERARD224,Gerard224,plot,278738,UWOYT_2013_MattMoore_GERARD224_2,1,1,1002,,,check,,,,,80,,,,
2013,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,2616,UWOYT_2013_MattMoore,"Uniform Winter Oat Yield Trial, , Buckthorn nursery. Crown rust infection type and severity were originally recorded on a qualitative scale (see trait description) and the qualitative data (TrialName_Qualitative.txt) and quantitative data (TrialName.txt)",CRD,,,,no,no,,,124,"Saint Paul, MN",99142,HORIZON201,"FL99201-D29-E1,Horizon 201,TX96M1384",plot,278743,UWOYT_2013_MattMoore_HORIZON201_27,1,1,1027,,,check,,,,,40,,,,
2013,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,2616,UWOYT_2013_MattMoore,"Uniform Winter Oat Yield Trial, , Buckthorn nursery. Crown rust infection type and severity were originally recorded on a qualitative scale (see trait description) and the qualitative data (TrialName_Qualitative.txt) and quantitative data (TrialName.txt)",CRD,,,,no,no,,,124,"Saint Paul, MN",88945,LA04004SBSB-7-B-S1,,plot,278734,UWOYT_2013_MattMoore_LA04004SBSB-7-B-S1_11,1,1,1011,,,test,,,,,60,,,,
2013,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,2616,UWOYT_2013_MattMoore,"Uniform Winter Oat Yield Trial, , Buckthorn nursery. Crown rust infection type and severity were originally recorded on a qualitative scale (see trait description) and the qualitative data (TrialName_Qualitative.txt) and quantitative data (TrialName.txt)",CRD,,,,no,no,,,124,"Saint Paul, MN",90550,LA05011GSBS-30,,plot,278724,UWOYT_2013_MattMoore_LA05011GSBS-30_12,1,1,1012,,,test,,,,,45,,,,
2013,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,2616,UWOYT_2013_MattMoore,"Uniform Winter Oat Yield Trial, , Buckthorn nursery. Crown rust infection type and severity were originally recorded on a qualitative scale (see trait description) and the qualitative data (TrialName_Qualitative.txt) and quantitative data (TrialName.txt)",CRD,,,,no,no,,,124,"Saint Paul, MN",88190,LA05011GSBSBSB-11,,plot,278721,UWOYT_2013_MattMoore_LA05011GSBSBSB-11_13,1,1,1013,,,test,,,,,45,,,,
2013,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,2616,UWOYT_2013_MattMoore,"Uniform Winter Oat Yield Trial, , Buckthorn nursery. Crown rust infection type and severity were originally recorded on a qualitative scale (see trait description) and the qualitative data (TrialName_Qualitative.txt) and quantitative data (TrialName.txt)",CRD,,,,no,no,,,124,"Saint Paul, MN",87673,LA06046-N2-AB2,LA06046SS-N2-AB2,plot,278732,UWOYT_2013_MattMoore_LA06046-N2-AB2_4,1,1,1004,,,test,,,,,2.5,,,,
2013,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,2616,UWOYT_2013_MattMoore,"Uniform Winter Oat Yield Trial, , Buckthorn nursery. Crown rust infection type and severity were originally recorded on a qualitative scale (see trait description) and the qualitative data (TrialName_Qualitative.txt) and quantitative data (TrialName.txt)",CRD,,,,no,no,,,124,"Saint Paul, MN",88668,LA07007SBSB-68,,plot,278733,UWOYT_2013_MattMoore_LA07007SBSB-68_5,1,1,1005,,,test,,,,,70,,,,
2013,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,2616,UWOYT_2013_MattMoore,"Uniform Winter Oat Yield Trial, , Buckthorn nursery. Crown rust infection type and severity were originally recorded on a qualitative scale (see trait description) and the qualitative data (TrialName_Qualitative.txt) and quantitative data (TrialName.txt)",CRD,,,,no,no,,,124,"Saint Paul, MN",88267,LA07033SBSB-33,,plot,278728,UWOYT_2013_MattMoore_LA07033SBSB-33_14,1,1,1014,,,test,,,,,60,,,,
2013,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,2616,UWOYT_2013_MattMoore,"Uniform Winter Oat Yield Trial, , Buckthorn nursery. Crown rust infection type and severity were originally recorded on a qualitative scale (see trait description) and the qualitative data (TrialName_Qualitative.txt) and quantitative data (TrialName.txt)",CRD,,,,no,no,,,124,"Saint Paul, MN",98574,LA99016,,plot,278727,UWOYT_2013_MattMoore_LA99016_24,1,1,1024,,,check,,,,,40,,,,
2013,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,2616,UWOYT_2013_MattMoore,"Uniform Winter Oat Yield Trial, , Buckthorn nursery. Crown rust infection type and severity were originally recorded on a qualitative scale (see trait description) and the qualitative data (TrialName_Qualitative.txt) and quantitative data (TrialName.txt)",CRD,,,,no,no,,,124,"Saint Paul, MN",101813,MN841801,"CRL-O-841801,MN-841801,MN841801 (3-44),NSGC9365",plot,278742,UWOYT_2013_MattMoore_MN841801_28,1,1,1028,,,check,,,,,20,,,,
2013,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,2616,UWOYT_2013_MattMoore,"Uniform Winter Oat Yield Trial, , Buckthorn nursery. Crown rust infection type and severity were originally recorded on a qualitative scale (see trait description) and the qualitative data (TrialName_Qualitative.txt) and quantitative data (TrialName.txt)",CRD,,,,no,no,,,124,"Saint Paul, MN",89583,NC08-2396V,,plot,278736,UWOYT_2013_MattMoore_NC08-2396V_15,1,1,1015,,,test,,,,,70,,,,
2013,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,2616,UWOYT_2013_MattMoore,"Uniform Winter Oat Yield Trial, , Buckthorn nursery. Crown rust infection type and severity were originally recorded on a qualitative scale (see trait description) and the qualitative data (TrialName_Qualitative.txt) and quantitative data (TrialName.txt)",CRD,,,,no,no,,,124,"Saint Paul, MN",99022,NC08-2706N,,plot,278723,UWOYT_2013_MattMoore_NC08-2706N_20,1,1,1020,,,test,,,,,65,,,,
2013,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,2616,UWOYT_2013_MattMoore,"Uniform Winter Oat Yield Trial, , Buckthorn nursery. Crown rust infection type and severity were originally recorded on a qualitative scale (see trait description) and the qualitative data (TrialName_Qualitative.txt) and quantitative data (TrialName.txt)",CRD,,,,no,no,,,124,"Saint Paul, MN",96836,NC09-4503N,,plot,278745,UWOYT_2013_MattMoore_NC09-4503N_21,1,1,1021,,,test,,,,,80,,,,
2013,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,2616,UWOYT_2013_MattMoore,"Uniform Winter Oat Yield Trial, , Buckthorn nursery. Crown rust infection type and severity were originally recorded on a qualitative scale (see trait description) and the qualitative data (TrialName_Qualitative.txt) and quantitative data (TrialName.txt)",CRD,,,,no,no,,,124,"Saint Paul, MN",88907,NC10-5051,,plot,278741,UWOYT_2013_MattMoore_NC10-5051_16,1,1,1016,,,test,,,,,75,,,,
2013,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,2616,UWOYT_2013_MattMoore,"Uniform Winter Oat Yield Trial, , Buckthorn nursery. Crown rust infection type and severity were originally recorded on a qualitative scale (see trait description) and the qualitative data (TrialName_Qualitative.txt) and quantitative data (TrialName.txt)",CRD,,,,no,no,,,124,"Saint Paul, MN",99553,NC10-5069Y,,plot,278725,UWOYT_2013_MattMoore_NC10-5069Y_22,1,1,1022,,,test,,,,,80,,,,
2013,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,2616,UWOYT_2013_MattMoore,"Uniform Winter Oat Yield Trial, , Buckthorn nursery. Crown rust infection type and severity were originally recorded on a qualitative scale (see trait description) and the qualitative data (TrialName_Qualitative.txt) and quantitative data (TrialName.txt)",CRD,,,,no,no,,,124,"Saint Paul, MN",101409,NC11-1651Y,,plot,278731,UWOYT_2013_MattMoore_NC11-1651Y_23,1,1,1023,,,test,,,,,60,,,,
2013,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,2616,UWOYT_2013_MattMoore,"Uniform Winter Oat Yield Trial, , Buckthorn nursery. Crown rust infection type and severity were originally recorded on a qualitative scale (see trait description) and the qualitative data (TrialName_Qualitative.txt) and quantitative data (TrialName.txt)",CRD,,,,no,no,,,124,"Saint Paul, MN",90642,PORTAGE,"03C0700912,BGR7918,PORG,Portage,Portage Oats",plot,278746,UWOYT_2013_MattMoore_PORTAGE_1,1,1,1001,,,check,,,,,45,,,,
