studyYear,programDbId,programName,programDescription,studyDbId,studyName,studyDescription,studyDesign,plotWidth,plotLength,fieldSize,fieldTrialIsPlannedToBeGenotyped,fieldTrialIsPlannedToCross,plantingDate,harvestDate,locationDbId,locationName,germplasmDbId,germplasmName,germplasmSynonyms,observationLevel,observationUnitDbId,observationUnitName,replicate,blockNumber,plotNumber,rowNumber,colNumber,entryType,plantNumber,intercropGermplasmDbId,intercropGermplasmName,germplasmEntryNumber,Crown rust severity (flag leaf) - percent|CO_350:0005029,Freeze damage severity - 0-9 Rating|CO_350:0005001,Grain weight - g|CO_350:0005123,Growth stage - Zadoks|day 330|COMP:0000095,Heading date - Julian day|CO_350:0000270,Winter stress severity - 0-9 Rating|CO_350:0005003,Winter survival - percent|CO_350:0000170,notes,CU_2025_Ithaca_SOAP_HR_SeedIncrease
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",728945,TX20CAS1075,,plot,750845,Cornell_2024_SOAP_HR_2536,2,2,2536,,,test,,,,,,6,,,,7,30,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",729011,TX20CAS1037,,plot,751068,Cornell_2024_SOAP_HR_2537,2,2,2537,,,test,,,,,,9,,,,6,0,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",101402,NC14-1799,,plot,750246,Cornell_2024_SOAP_HR_2538,2,2,2538,,,test,,,,,,7,,,,6,20,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",729003,TX19CAS0055,,plot,750888,Cornell_2024_SOAP_HR_2539,2,2,2539,,,test,,,,,,7,,,,5,40,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",728986,FLLA17071-19,,plot,750379,Cornell_2024_SOAP_HR_2540,2,2,2540,,,test,,,,,,8,,,,8,20,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",96895,TIFT,Tift,plot,750716,Cornell_2024_SOAP_HR_2541,2,2,2541,,,test,,,,,,5,,,,5,60,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",728871,LA17076SBS-32-1,,plot,750968,Cornell_2024_SOAP_HR_2542,2,2,2542,,,test,,,,,,8,,,,7,10,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",99233,LA09066SBS-U3,,plot,751133,Cornell_2024_SOAP_HR_2543,2,2,2543,,,test,,,,,,9,,,,8,0,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",728931,SCLA17048SBS-16-2,,plot,750839,Cornell_2024_SOAP_HR_2544,2,2,2544,,,test,,,,,,9,,,,9,0,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",85340,LA02012-S-B-139-S2-B-S2-B-S2,LA02012-S-B-139,plot,750544,Cornell_2024_SOAP_HR_2545,2,2,2545,,,test,,,,,,5,,,,5,30,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",101234,LA08084SBSBS-15,,plot,750254,Cornell_2024_SOAP_HR_2546,2,2,2546,,,test,,,,,,5,,,,6,30,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",102578,RODGERS,"NC88-1818,Rodgers,Rogers,ROGERS",plot,750704,Cornell_2024_SOAP_HR_2547,2,2,2547,,,test,,,,,,9,,,,8,0,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",728938,TX20CAS1056,,plot,750854,Cornell_2024_SOAP_HR_2548,2,2,2548,,,test,,,,,,7,,,,7,20,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",99598,LA09013SBS-U6,,plot,751160,Cornell_2024_SOAP_HR_2549,2,2,2549,,,test,,,,,,9,,,,8,0,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",703571,FLLA17088-77,,plot,750723,Cornell_2024_SOAP_HR_2550,2,2,2550,,,test,,,,,,8,,,,8,10,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",102309,COKER234,"C234,Coker 234,Pc61: Coker 234,PVP7500008",plot,750376,Cornell_2024_SOAP_HR_2551,2,2,2551,,,test,,,,,,4,,,,3,80,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",728883,FLLA16179-9,,plot,751093,Cornell_2024_SOAP_HR_2552,2,2,2552,,,test,,,,,,6,,,,6,40,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",87194,TX07CS1965,,plot,750925,Cornell_2024_SOAP_HR_2553,2,2,2553,,,test,,,,,,5,,,,4,80,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",101756,FL99084-J2,,plot,751187,Cornell_2024_SOAP_HR_2554,2,2,2554,,,test,,,,,,5,,,,4,70,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",728957,LA17070SBSS-20-1,,plot,750310,Cornell_2024_SOAP_HR_2555,2,2,2555,,,test,,,,,,5,,,,5,40,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",100258,NC14-1965,,plot,750593,Cornell_2024_SOAP_HR_2556,2,2,2556,,,test,,,,,,9,,,,7,0,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",728872,TX20CAS1014,,plot,750388,Cornell_2024_SOAP_HR_2557,2,2,2557,,,test,,,,,,9,,,,9,0,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",703569,NC20-4526,,plot,751200,Cornell_2024_SOAP_HR_2558,2,2,2558,,,test,,,,,,9,,,,9,0,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",96940,LA09013SBS-U4,,plot,750986,Cornell_2024_SOAP_HR_2559,2,2,2559,,,test,,,,,,9,,,,9,0,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",706103,FL13110-68,,plot,750524,Cornell_2024_SOAP_HR_2560,2,2,2560,,,test,,,,,,9,,,,9,0,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",98491,FL1045-1,,plot,750324,Cornell_2024_SOAP_HR_2561,2,2,2561,,,test,,,,,,9,,,,9,0,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",99142,HORIZON201,"FL99201-D29-E1,Horizon 201,TX96M1384",plot,751027,Cornell_2024_SOAP_HR_2562,2,2,2562,,,test,,,,,,9,,,,9,0,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",101763,FL1013-1,,plot,750727,Cornell_2024_SOAP_HR_2563,2,2,2563,,,test,,,,,,8,,,,8,10,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",703582,FLLA17069-54,,plot,751017,Cornell_2024_SOAP_HR_2564,2,2,2564,,,test,,,,,,6,,,,6,20,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",101379,TX14OCS5054,,plot,750468,Cornell_2024_SOAP_HR_2565,2,2,2565,,,test,,,,,,6,,,,7,20,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",728978,FLLA17051-21,,plot,750652,Cornell_2024_SOAP_HR_2566,2,2,2566,,,test,,,,,,9,,,,9,0,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",728867,SCLA17119SBS-4-2,,plot,750325,Cornell_2024_SOAP_HR_2567,2,2,2567,,,test,,,,,,6,,,,6,30,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",729024,FLLA16117-4,,plot,751022,Cornell_2024_SOAP_HR_2568,2,2,2568,,,test,,,,,,8,,,,8,10,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",89669,LA02035-I-J1,,plot,750326,Cornell_2024_SOAP_HR_2569,2,2,2569,,,test,,,,,,8,,,,7,20,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",728904,TX20CAS1034,,plot,750832,Cornell_2024_SOAP_HR_2570,2,2,2570,,,test,,,,,,9,,,,9,0,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",97702,FLORIDA02011,,plot,750985,Cornell_2024_SOAP_HR_2571,2,2,2571,,,test,,,,,,9,,,,9,0,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",97701,TX02U7097,TX02U 7097,plot,750244,Cornell_2024_SOAP_HR_2572,2,2,2572,,,test,,,,,,9,,,,6,0,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",728928,FLLA17077-16,,plot,750530,Cornell_2024_SOAP_HR_2573,2,2,2573,,,test,,,,,,9,,,,9,0,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",101686,CABALLO,,plot,750360,Cornell_2024_SOAP_HR_2574,2,2,2574,,,test,,,,,,9,,,,9,0,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",101276,NC14-1584,,plot,751134,Cornell_2024_SOAP_HR_2575,2,2,2575,,,test,,,,,,9,,,,9,0,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",728939,LA17153SBS-20-2-1,,plot,750964,Cornell_2024_SOAP_HR_2576,2,2,2576,,,test,,,,,,9,,,,9,0,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",728982,TX20CAS1025,,plot,750987,Cornell_2024_SOAP_HR_2577,2,2,2577,,,test,,,,,,5,,,,6,10,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",101501,TAMO411,TX05CS 347-1,plot,750364,Cornell_2024_SOAP_HR_2578,2,2,2578,,,test,,,,,,5,,,,6,10,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",98381,NC12-3922,,plot,751157,Cornell_2024_SOAP_HR_2579,2,2,2579,,,test,,,,,,9,,,,9,0,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",90223,FL03254-L1,,plot,750726,Cornell_2024_SOAP_HR_2580,2,2,2580,,,test,,,,,,9,,,,9,0,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",100888,NC14-1501,,plot,750374,Cornell_2024_SOAP_HR_2581,2,2,2581,,,test,,,,,,9,,,,9,0,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",728907,LA17088SBSS-15-1,,plot,751092,Cornell_2024_SOAP_HR_2582,2,2,2582,,,test,,,,,,9,,,,9,0,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",97513,LA07026SBS-FS1-AB1,,plot,750926,Cornell_2024_SOAP_HR_2583,2,2,2583,,,test,,,,,,9,,,,9,0,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",99130,LA07024SBSBSBS-7-S1,,plot,751189,Cornell_2024_SOAP_HR_2584,2,2,2584,,,test,,,,,,9,,,,9,0,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",90360,BIG_MAC,"Big Mac,Coker 76-19,COKER76-19,PVP 820021",plot,750312,Cornell_2024_SOAP_HR_2585,2,2,2585,,,test,,,,,,9,,,,9,0,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",100160,NC12-3845,,plot,750595,Cornell_2024_SOAP_HR_2586,2,2,2586,,,test,,,,,,5,,,,8,10,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",728972,TX20CAS1077,,plot,750387,Cornell_2024_SOAP_HR_2587,2,2,2587,,,test,,,,,,6,,,,8,10,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",728991,TX20CAS1076,,plot,751203,Cornell_2024_SOAP_HR_2588,2,2,2588,,,test,,,,,,4,,,,4,60,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",100673,TX14OCS5010,,plot,751158,Cornell_2024_SOAP_HR_2589,2,2,2589,,,test,,,,,,4,,,,3,70,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",728912,SCLA17151SBS-40-1,,plot,750724,Cornell_2024_SOAP_HR_2590,2,2,2590,,,test,,,,,,9,,,,9,0,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",97867,LA08056SBSBS-56-S1,,plot,750375,Cornell_2024_SOAP_HR_2591,2,2,2591,,,test,,,,,,5,,,,6,20,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",728864,FLLA16102-75,,plot,751091,Cornell_2024_SOAP_HR_2592,2,2,2592,,,test,,,,,,8,,,,,10,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",102107,TX02U7605,TX02U 7605,plot,750927,Cornell_2024_SOAP_HR_2593,2,2,2593,,,test,,,,,,2,,,,,70,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",99522,LA07059SBSBSB-44,,plot,751190,Cornell_2024_SOAP_HR_2594,2,2,2594,,,test,,,,,,3,,,,,80,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",703546,FLLA17069-52,,plot,750311,Cornell_2024_SOAP_HR_2595,2,2,2595,,,test,,,,,,4,,,,,60,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",98146,LA08085BS-T2,,plot,750594,Cornell_2024_SOAP_HR_2596,2,2,2596,,,test,,,,,,4,,,,,50,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",85262,TX02U7479,TX02U 7479,plot,750386,Cornell_2024_SOAP_HR_2597,2,2,2597,,,test,,,,,,4,,,,,100,,
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6857,Cornell_2024_SOAP_HR,Headrow trial of SOAP accessions.  Screening for winter hardiness.  Block 2 had a large section flooded and probably should be removed from analysis.,RCBD,0.33,1,,,,2024-October-11,,82,"Ithaca, NY",102363,LA99017,,plot,751201,Cornell_2024_SOAP_HR_2598,2,2,2598,,,test,,,,,,7,,,,5,40,,
