"trial_name","breeding_program","location","year","design_type","description","trial_type","plot_width","plot_length","field_size","planting_date","harvest_date","plot_name","accession_name","plot_number","block_number","is_a_control","rep_number","range_number","row_number","col_number","seedlot_name","num_seed_per_plot","weight_gram_seed_per_plot","entry_number","is_private","Blaze"
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_306","Horizon 578",306,3,"","","",8,7,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_307","Horizon 578",307,3,"","","",8,6,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_308","NC21-6609",308,3,"","","",8,5,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_309","NC21-6609",309,3,"","","",8,4,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_310","LA99016",310,3,"","","",8,3,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_311","LA99016",311,3,"","","",8,2,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_312","NC19-3542",312,3,"","","",8,1,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_313","NC19-3542",313,3,"","","",9,1,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_314","PA7617-3460",314,3,"","","",9,2,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_315","PA7617-3460",315,3,"","","",9,3,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_316","SCLA17080SBS-4-2",316,3,"","","",9,4,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_317","SCLA17080SBS-4-2",317,3,"","","",9,5,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_318","TX19CAS0058",318,3,"","","",9,6,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_319","TX19CAS0058",319,3,"","","",9,7,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_320","NO_OATS_PLANTED",320,3,"","","",9,8,"","","","","","1"
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_321","NO_OATS_PLANTED",321,3,"","","",9,9,"","","","","","1"
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_322","28C2",322,3,"","","",9,10,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_323","CAV3163",323,3,"","","",9,11,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_324","Juggernaut",324,3,"","","",9,12,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_325","Juggernaut",325,3,"","","",10,12,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_326","SCLA17031SBSS-4-1",326,3,"","","",10,11,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_327","SCLA17031SBSS-4-1",327,3,"","","",10,10,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_328","NF00407",328,3,"","","",10,9,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_329","NF00407",329,3,"","","",10,8,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_330","HARRISON",330,3,"","","",10,7,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_331","HARRISON",331,3,"","","",10,6,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_332","NF13-4214-4_1",332,3,"","","",10,5,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_333","NF13-4214-4_1",333,3,"","","",10,4,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_334","NF05424_2",334,3,"","","",10,3,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_335","NF05424_2",335,3,"","","",10,2,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_336","TX18OCS9100",336,3,"","","",10,1,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_337","TX18OCS9100",337,3,"","","",11,1,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_338","NC20-4702",338,3,"","","",11,2,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_339","NC20-4702",339,3,"","","",11,3,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_340","PI344827",340,3,"","","",11,4,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_341","NC20-4795",341,3,"","","",11,5,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_342","NC20-4795",342,3,"","","",11,6,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_401","PI365621",401,4,"","","",11,7,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_402","BLACK_MESDAG|PI93284",402,4,"","","",11,8,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_403","NF12AS-107-4_4",403,4,"","","",11,9,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_404","NF12AS-107-4_4",404,4,"","","",11,10,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_405","NF502_5",405,4,"","","",11,11,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_406","NF502_5",406,4,"","","",11,12,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_407","LA17069SBSS-2-1",407,4,"","","",12,12,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_408","LA17069SBSS-2-1",408,4,"","","",12,11,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_409","NO_OATS_PLANTED",409,4,"","","",12,10,"","","","","","1"
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_410","NO_OATS_PLANTED",410,4,"","","",12,9,"","","","","","1"
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_411","NF12AS-108-4_4",411,4,"","","",12,8,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_412","NF12AS-108-4_4",412,4,"","","",12,7,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_413","28C2",413,4,"","","",12,6,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_414","NF13-4157-4_2",414,4,"","","",12,5,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_415","NF13-4157-4_2",415,4,"","","",12,4,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_416","NF13-4126-4_3",416,4,"","","",12,3,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_417","NF13-4126-4_3",417,4,"","","",12,2,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_418","NF01404A",418,4,"","","",12,1,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_419","NF01404A",419,4,"","","",13,1,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_420","PI365622",420,4,"","","",13,2,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_421","NC21-6492",421,4,"","","",13,3,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_422","NC21-6492",422,4,"","","",13,4,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_423","NC20-4700",423,4,"","","",13,5,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_424","NC20-4700",424,4,"","","",13,6,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_425","HARRISON",425,4,"","","",13,7,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_426","HARRISON",426,4,"","","",13,8,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_427","NF97405B2",427,4,"","","",13,9,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_428","NF97405B2",428,4,"","","",13,10,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_429","TX18OCS9104",429,4,"","","",13,11,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_430","TX18OCS9104",430,4,"","","",13,12,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_431","NF01401B",431,4,"","","",14,12,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_432","NF01401B",432,4,"","","",14,11,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_433","NC19-3542",433,4,"","","",14,10,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_434","NC19-3542",434,4,"","","",14,9,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_435","FLLA17088-61",435,4,"","","",14,8,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_436","FLLA17088-61",436,4,"","","",14,7,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_437","Gerard 227",437,4,"","","",14,6,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_438","Gerard 227",438,4,"","","",14,5,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_439","NF13-4173-4_4",439,4,"","","",14,4,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_440","NF13-4173-4_4",440,4,"","","",14,3,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_441","NC20-4402",441,4,"","","",14,2,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_442","NC20-4402",442,4,"","","",14,1,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_501","NC21-6511",501,5,"","","",1,13,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_502","NC21-6511",502,5,"","","",1,14,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_503","NC17-6440",503,5,"","","",1,15,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_504","NC17-6440",504,5,"","","",1,16,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_505","LA17153SBSS-46-1",505,5,"","","",1,17,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_506","LA17153SBSS-46-1",506,5,"","","",1,18,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_507","NC21-6502",507,5,"","","",1,19,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_508","NC21-6502",508,5,"","","",1,20,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_509","NF12AS-108-4_1",509,5,"","","",1,21,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_510","NF12AS-108-4_1",510,5,"","","",1,22,"","","","","",""
"CU_2025_Ithaca_WOP_PLOT","Intercropping Cooperative","Ithaca, NY - Snyder","2025","","2025 winter oat pea intercrop trial located in Ithaca","phenotyping_trial","1.26","",0.2772,"2024-10-04","","CU_2025_Ithaca_WOP_PLOT_511","CAV3088",511,5,"","","",1,23,"","","","","",""
