"observationUnitName","observationUnitDbId","plot_number","subplot","plot_subplot","blue_mean","ExG_0-1_mean","green_mean","NDVI_mean","nir_mean","red_mean","red_edge_mean"
"CU_2025_Ithaca_WOP_PLOT_241_subplot_2",730814,241,2,"241_2",35808.4517976456,0.0792236716512886,37522.5259306395,0.0264015710222484,39667.8819599109,37774.2348075088,44982.2230353166
"CU_2025_Ithaca_WOP_PLOT_241_subplot_3",730815,241,3,"241_3",34712.778307888,0.0607506361323155,36469.6211832061,0.035398737876212,39215.8425572519,36623.6682569975,44216.6243638677
"CU_2025_Ithaca_WOP_PLOT_242_subplot_1",730909,242,1,"242_1",33419.3647058824,0.10302066772655,35628.4868044515,0.0674045791279824,39109.9147853736,34210.3898251192,43428.9348171701
"CU_2025_Ithaca_WOP_PLOT_242_subplot_2",730910,242,2,"242_2",33811.5538608198,0.044169049888783,35595.21766762,0.0372605333630003,38231.3755958055,35552.8751191611,42743.0222434064
"CU_2025_Ithaca_WOP_PLOT_242_subplot_3",730911,242,3,"242_3",34836.4103954082,0.0491071428571429,36385.6387117347,0.0177532397264083,38110.409119898,36871.7079081633,43111.2933673469
"CU_2025_Ithaca_WOP_PLOT_301_subplot_1",731236,301,1,"301_1",32483.335243553,0.0751353072269978,34420.6112702961,0.0527335350741822,38132.2266794015,34316.8545049347,42166.6727156956
"CU_2025_Ithaca_WOP_PLOT_301_subplot_2",731237,301,2,"301_2",32275.5203303685,0.0860864040660737,34352.7725540025,0.057987763691363,38253.456480305,34029.3020965692,42179.1003811944
"CU_2025_Ithaca_WOP_PLOT_301_subplot_3",731238,301,3,"301_3",35181.9225642653,0.0390352269120914,36605.9181212314,-0.000888658571611204,37033.2183433831,37200.4046334497,42452.204379562
"CU_2025_Ithaca_WOP_PLOT_302_subplot_1",731080,302,1,"302_1",35001.0164974619,0.0745558375634518,36522.451142132,0.0408333060327095,39553.4200507614,36568.972715736,44300.3905456853
"CU_2025_Ithaca_WOP_PLOT_302_subplot_2",731081,302,2,"302_2",33575.8616412214,0.112913486005089,35576.4659669211,0.0609552348299561,39464.4134860051,35027.4083969466,43805.5178117048
"CU_2025_Ithaca_WOP_PLOT_302_subplot_3",731082,302,3,"302_3",33125.0811925151,0.124326038693308,35257.0773866159,0.0669772924998452,39139.2679987314,34302.9410085633,43450.6159213448
"CU_2025_Ithaca_WOP_PLOT_303_subplot_1",731044,303,1,"303_1",32932.8711928934,0.129441624365482,35095.4251269036,0.0621194529979121,38171.7810913706,33757.2312817259,42657.8924492386
"CU_2025_Ithaca_WOP_PLOT_303_subplot_2",731045,303,2,"303_2",33104.8541468065,0.129011757229107,35198.969176994,0.0619985371391085,38186.6005719733,33800.1579281856,42748.2497616778
"CU_2025_Ithaca_WOP_PLOT_303_subplot_3",731046,303,3,"303_3",34822.7999364878,0.0863766275007939,36529.7738964751,0.0190217069033183,37099.7262623055,35831.8593204192,42738.4375992379
"CU_2025_Ithaca_WOP_PLOT_304_subplot_1",730393,304,1,"304_1",34340.9266200762,0.0746505717916137,35892.5184243964,0.00525142553539278,36059.3513341804,35802.6610546379,41395.751270648
"CU_2025_Ithaca_WOP_PLOT_304_subplot_2",730394,304,2,"304_2",33208.6597905427,0.0752142177086639,34960.5109489051,0.0127786051201883,36097.1986670898,35279.7429387496,41207.3725801333
"CU_2025_Ithaca_WOP_PLOT_304_subplot_3",730395,304,3,"304_3",34368.2201338006,0.0388658808537751,35572.5266008283,-0.00888379204034936,35806.4479133482,36636.6046511628,41290.5524052246
"CU_2025_Ithaca_WOP_PLOT_305_subplot_1",730546,305,1,"305_1",32178.7836890729,0.169799299139853,34946.7543803759,0.0654822111362345,38021.2854412233,33286.4147817776,41582.5801210577
"CU_2025_Ithaca_WOP_PLOT_305_subplot_2",730547,305,2,"305_2",32777.8607313196,0.148489666136725,35411.959618442,0.0591999558441581,38443.2076311606,34152.8553259141,42054.6591414944
"CU_2025_Ithaca_WOP_PLOT_305_subplot_3",730548,305,3,"305_3",35379.7641058336,0.0519604717883328,37167.4599936245,0.00856189732539666,37786.1214536181,37208.734140899,42132.6687918393
"CU_2025_Ithaca_WOP_PLOT_306_subplot_1",730696,306,1,"306_1",31352.1993630573,0.194904458598726,34580.4044585987,0.0750588823454471,38323.9815286624,33005.602866242,41180.853821656
"CU_2025_Ithaca_WOP_PLOT_306_subplot_2",730697,306,2,"306_2",31285.3460681312,0.213307863737663,34524.0522126711,0.0890474784462889,39196.8465456861,32701.7297039159,41483.5437758676
"CU_2025_Ithaca_WOP_PLOT_306_subplot_3",730698,306,3,"306_3",31572.5082697201,0.301844783715013,35147.7592239186,0.122574388612027,41420.1663486005,32366.6157760814,43083.6211832061
"CU_2025_Ithaca_WOP_PLOT_307_subplot_1",730774,307,1,"307_1",32488.5095419847,0.0629770992366412,35289.8759541985,0.0230974435089193,37258.9904580153,35696.2410941476,41160.0206743003
"CU_2025_Ithaca_WOP_PLOT_307_subplot_2",730775,307,2,"307_2",33270.3203821656,0.0503184713375796,36091.1751592357,0.0161796172419037,37707.5496815287,36631.4012738853,41872.1840764331
"CU_2025_Ithaca_WOP_PLOT_307_subplot_3",730776,307,3,"307_3",32997.6374881066,0.0884871550903901,35961.8030447193,0.0236438064046587,37913.1690453536,36223.0516967967,41885.2305740565
"CU_2025_Ithaca_WOP_PLOT_308_subplot_1",730588,308,1,"308_1",31417.1256743891,0.121866074262139,34828.4944462076,0.040994126097165,37375.9155823548,34460.5785464932,41775.6071088543
"CU_2025_Ithaca_WOP_PLOT_308_subplot_2",730589,308,2,"308_2",29749.2781309599,0.356643356643357,34244.6280991735,0.12619485474173,40733.2631913541,31601.930705658,43909.208518754
"CU_2025_Ithaca_WOP_PLOT_308_subplot_3",730590,308,3,"308_3",28781.7701587302,0.46,33631.5149206349,0.171349361536037,42497.086984127,29986.1822222222,44702.9577777778
"CU_2025_Ithaca_WOP_PLOT_309_subplot_1",731128,309,1,"309_1",32342.3629723722,0.0238170847888219,35774.2927913623,-0.0239386457735193,35504.070498571,37319.2187996189,41300.8828199428
"CU_2025_Ithaca_WOP_PLOT_309_subplot_2",731129,309,2,"309_2",33102.6829577912,0.0263408441764519,36377.6251983497,-0.030758871800166,35621.116153602,37990.227229451,41677.4849254205
"CU_2025_Ithaca_WOP_PLOT_309_subplot_3",731130,309,3,"309_3",33679.9545310016,0.0235294117647059,36875.573290938,-0.0377473763219707,35610.0737678855,38518.2085850556,41666.7812400636
"CU_2025_Ithaca_WOP_PLOT_310_subplot_1",731098,310,1,"310_1",32510.6097328244,0.063295165394402,35412.2344147583,-0.0145908866093875,34481.8365139949,35589.9780534351,39682.4297073791
"CU_2025_Ithaca_WOP_PLOT_310_subplot_2",731099,310,2,"310_2",30762.038693308,0.25023786869648,34676.0501110054,0.0577605606407823,36505.3482397716,32523.2289882651,40845.9594037425
"CU_2025_Ithaca_WOP_PLOT_310_subplot_3",731100,310,3,"310_3",29992.150222788,0.326861871419478,34254.4159770847,0.0873543829283301,37335.8265436028,31290.5754296626,41194.1629535328
"CU_2025_Ithaca_WOP_PLOT_311_subplot_1",730684,311,1,"311_1",33902.9787031151,0.00794659885568976,35950.8178639542,-0.0647799777078622,32333.3270820089,36919.6834075016,37810.7024793388
"CU_2025_Ithaca_WOP_PLOT_311_subplot_2",730685,311,2,"311_2",35137.7593889242,0.00477402928071292,37130.0184595799,-0.0765456338559111,32373.0989815404,37875.099299809,38801.8392743475
"CU_2025_Ithaca_WOP_PLOT_311_subplot_3",730686,311,3,"311_3",36045.512086514,0.0022264631043257,37889.4917302799,-0.0870453670621517,32441.1055979644,38792.2309160305,39295.3877226463
"CU_2025_Ithaca_WOP_PLOT_312_subplot_1",730525,312,1,"312_1",31912.4096692112,0.124681933842239,34598.0893765903,0.00302169525017956,33128.9755089059,32943.8660941476,37015.2372773537
"CU_2025_Ithaca_WOP_PLOT_312_subplot_2",730526,312,2,"312_2",31482.5239158163,0.192920918367347,34475.1144770408,0.0134507159262328,32938.5363520408,32132.1546556122,37425.9767219388
"CU_2025_Ithaca_WOP_PLOT_312_subplot_3",730527,312,3,"312_3",30161.4222575517,0.385055643879173,33899.4988871224,0.0704567490437562,34146.4763116057,29617.7882352941,38275.3249602544
"CU_2025_Ithaca_WOP_PLOT_313_subplot_1",730555,313,1,"313_1",34429.9616116751,0.0406091370558376,36284.8962563452,-0.0685648103084033,31592.9397208122,36400.1380076142,37619.317893401
"CU_2025_Ithaca_WOP_PLOT_313_subplot_2",730556,313,2,"313_2",33827.085133418,0.0492376111817027,35850.1804320203,-0.0567389133054338,31763.6378653113,35793.9491740788,37518.9790343075
"CU_2025_Ithaca_WOP_PLOT_313_subplot_3",730557,313,3,"313_3",32351.4444091487,0.11848792884371,34853.751905972,-0.0188985071286403,32568.6693138501,33913.5987928844,37752.9768106734
"CU_2025_Ithaca_WOP_PLOT_314_subplot_1",730954,314,1,"314_1",31665.9472848523,0.0676405208002541,34368.7951730708,-0.0159742602622269,32913.9939663385,34064.0597014925,37224.3328040648
"CU_2025_Ithaca_WOP_PLOT_314_subplot_2",730955,314,2,"314_2",31921.2417302799,0.0378498727735369,34494.2585877863,-0.0258501965483051,32736.7178753181,34576.0276717557,36876.8091603053
"CU_2025_Ithaca_WOP_PLOT_314_subplot_3",730956,314,3,"314_3",35808.185220425,0.00412305740564542,37862.3269901681,-0.0768302969775043,33117.7199492547,38745.880114177,38369.8331747542
"CU_2025_Ithaca_WOP_PLOT_315_subplot_1",731038,315,1,"315_1",31618.2521489971,0.14867876472461,35044.0206940465,0.0194157931689348,35639.8022922636,34327.1521808341,38749.4549506527
"CU_2025_Ithaca_WOP_PLOT_315_subplot_2",731039,315,2,"315_2",29650.4998407136,0.378783051927365,34143.2182223638,0.110577965546694,38557.4988849952,30832.0952532654,39269.8079006053
"CU_2025_Ithaca_WOP_PLOT_315_subplot_3",731040,315,3,"315_3",29047.0806349206,0.511111111111111,33993.8257142857,0.14894437849198,40000.7107936508,29623.8238095238,39494.0431746032
"CU_2025_Ithaca_WOP_PLOT_316_subplot_1",731203,316,1,"316_1",31639.8172831633,0.264030612244898,36015.2901785714,0.0640209736431356,38555.0302933673,33976.3313137755,41277.8514030612
"CU_2025_Ithaca_WOP_PLOT_316_subplot_2",731204,316,2,"316_2",34006.6626391097,0.0794912559618442,37629.3926868045,-0.0032254678730568,37352.2922098569,37766.5802861685,40407.9841017488
"CU_2025_Ithaca_WOP_PLOT_316_subplot_3",731205,316,3,"316_3",36955.3685887225,0.0273972602739726,40132.2376553042,-0.0461637067918919,37230.4195603695,41045.3109270468,40677.6635871297
"CU_2025_Ithaca_WOP_PLOT_317_subplot_1",730363,317,1,"317_1",36184.6045772409,0.0228862047043865,38442.30546726,-0.021470431101444,38294.9612205976,40163.8839796567,42297.3989192626
"CU_2025_Ithaca_WOP_PLOT_317_subplot_2",730364,317,2,"317_2",36068.5147853736,0.0321144674085851,38340.0747217806,-0.0182451256583827,38479.2607313195,40058.3704292528,41630.2702702703
"CU_2025_Ithaca_WOP_PLOT_317_subplot_3",730365,317,3,"317_3",36205.606505102,0.0401785714285714,38509.1297831633,-0.0040040316105565,39416.612244898,39919.3335459184,41747.8960459184
"CU_2025_Ithaca_WOP_PLOT_318_subplot_1",731014,318,1,"318_1",33181.7059010152,0.152918781725888,36039.9124365482,0.111407045183379,42862.7598350254,34369.3248730964,43714.9762055838
"CU_2025_Ithaca_WOP_PLOT_318_subplot_2",731015,318,2,"318_2",35713.9980946332,0.0600190536678311,37314.793267704,0.0520618007228796,41886.9129882502,37869.6986344871,43230.2715147666
"CU_2025_Ithaca_WOP_PLOT_318_subplot_3",731016,318,3,"318_3",35854.4706069272,0.071178900540197,37470.5332062282,0.0669135871697989,42879.3209405783,37614.6469653638,43668.2888465205
"CU_2025_Ithaca_WOP_PLOT_319_subplot_1",730474,319,1,"319_1",38002.7550761421,0.0269670050761421,38463.1859137056,0.0355277310041357,43133.4831852792,40356.0295050761,45214.2106598985
"CU_2025_Ithaca_WOP_PLOT_319_subplot_2",730475,319,2,"319_2",35842.8247455471,0.101145038167939,36974.4090330789,0.0918736235749498,44836.852735369,37380.12913486,45491.6055979644
"CU_2025_Ithaca_WOP_PLOT_319_subplot_3",730476,319,3,"319_3",36779.1281319378,0.0799238820171266,37554.4278464954,0.0640021398639153,43837.9594037425,38683.3954963527,45137.3713923248
"CU_2025_Ithaca_WOP_PLOT_320_subplot_1",731092,320,1,"320_1",40022.5165079365,0.0247619047619048,40050.7498412698,0.0115629397404178,42248.0317460318,41416.0704761905,45985.2441269841
"CU_2025_Ithaca_WOP_PLOT_320_subplot_2",731093,320,2,"320_2",40991.4116338207,0.012396694214876,40650.0823267642,-0.00559362206103069,42078.9179910998,42667.5317863954,46202.5931341386
"CU_2025_Ithaca_WOP_PLOT_320_subplot_3",731094,320,3,"320_3",40617.0022208122,0.0092005076142132,39953.3794416244,-0.00791055307685,41477.1097715736,42257.328680203,45354.6941624365
"CU_2025_Ithaca_WOP_PLOT_321_subplot_1",730654,321,1,"321_1",38668.5982142857,0.0153061224489796,38652.8555484694,-0.0184468484712411,38269.7745535714,39869.5481505102,43776.9569515306
"CU_2025_Ithaca_WOP_PLOT_321_subplot_2",730655,321,2,"321_2",38018.527972028,0.0292434837889383,38269.187221869,-0.00328212567434528,38543.3363000636,38905.4669421488,43876.2047043865
"CU_2025_Ithaca_WOP_PLOT_321_subplot_3",730656,321,3,"321_3",38053.5398539219,0.0301683073991743,38098.0971737059,-0.0109171148180574,37972.4223563036,38949.4058431248,43400.65449349
"CU_2025_Ithaca_WOP_PLOT_322_subplot_1",730537,322,1,"322_1",34050.1087372449,0.203125,36521.7713647959,0.0729947648976252,39259.9776785714,34025.5181760204,44254.1482780612
"CU_2025_Ithaca_WOP_PLOT_322_subplot_2",730538,322,2,"322_2",34683.2900763359,0.135496183206107,36715.8619592875,0.0384145769199479,37671.6771628499,35050.5537531807,43206.8323791349
"CU_2025_Ithaca_WOP_PLOT_322_subplot_3",730539,322,3,"322_3",36948.4470663265,0.0558035714285714,38205.7283163265,-0.0081255654180581,37243.243622449,37983.8399234694,43628.6894132653
"CU_2025_Ithaca_WOP_PLOT_323_subplot_1",730564,323,1,"323_1",36906.3568253968,0.0488888888888889,38628.4873015873,-0.014452007762362,36864.0892063492,38171.4466666667,43771.4161904762
"CU_2025_Ithaca_WOP_PLOT_323_subplot_2",730565,323,2,"323_2",36960.5076384468,0.0537873965626989,38547.4519414386,-0.00969952474726601,37013.0124124761,37975.0038192234,43665.6486314449
"CU_2025_Ithaca_WOP_PLOT_323_subplot_3",730566,323,3,"323_3",34396.8202676864,0.153919694072658,36557.6073932441,0.0417688749271678,37801.7861695347,35012.5943275972,43255.1628425749
"CU_2025_Ithaca_WOP_PLOT_324_subplot_1",730957,324,1,"324_1",34020.788071066,0.067258883248731,36108.336928934,0.00678237856862227,35666.1947969543,35298.4796954315,41492.5812182741
"CU_2025_Ithaca_WOP_PLOT_324_subplot_2",730958,324,2,"324_2",34142.9710559796,0.0706106870229008,36110.2360050891,0.00975707507441905,35831.751908397,35252.3314249364,41692.9077608142
"CU_2025_Ithaca_WOP_PLOT_324_subplot_3",730959,324,3,"324_3",34711.3812698413,0.0914285714285714,36529.5879365079,0.0208175158061273,37034.2136507937,35624.2726984127,42607.173015873
"CU_2025_Ithaca_WOP_PLOT_325_subplot_1",731032,325,1,"325_1",35985.5910969793,0.0190779014308426,36989.8349761526,0.00580136117307513,38446.5818759936,38144.8184419714,43704.3265500795
"CU_2025_Ithaca_WOP_PLOT_325_subplot_2",731033,325,2,"325_2",36691.8333333333,0.017175572519084,37375.4809160305,-0.00460240986193913,38116.4163486005,38648.9141221374,43641.8113867684
"CU_2025_Ithaca_WOP_PLOT_325_subplot_3",731034,325,3,"325_3",37386.6566974228,0.0165447025135221,37777.5548838689,-0.0156363825418648,37868.4635698377,39200.5208399618,43706.0190900414
"CU_2025_Ithaca_WOP_PLOT_326_subplot_1",731197,326,1,"326_1",37892.7593889242,0.0248249522597072,38607.5219605347,0.00557815144312522,39588.7266072565,39320.0038192234,45348.8812858052
"CU_2025_Ithaca_WOP_PLOT_326_subplot_2",731198,326,2,"326_2",36721.1871233746,0.0301300348874088,37686.1474785918,0.0135387722989537,39205.0237868696,38291.8594988899,44658.774817634
"CU_2025_Ithaca_WOP_PLOT_326_subplot_3",731199,326,3,"326_3",35944.6847964377,0.0321246819338422,36828.6978371501,0.0200621155309406,38835.1898854962,37409.6100508906,43905.6574427481
"CU_2025_Ithaca_WOP_PLOT_327_subplot_1",730357,327,1,"327_1",32396.4038155803,0.274085850556439,34907.9669316375,0.139432936572319,41718.7141494436,31540.4190779014,44416.2508744038
"CU_2025_Ithaca_WOP_PLOT_327_subplot_2",730358,327,2,"327_2",33104.5260152284,0.264593908629442,35450.2074873096,0.138712323806099,42533.3302664975,32314.5805837563,45105.9419416244
"CU_2025_Ithaca_WOP_PLOT_327_subplot_3",730359,327,3,"327_3",37038.7423857868,0.0767766497461929,38005.5085659898,0.0376662768691355,40499.1310279188,37769.2925126904,45149.4663705584
"CU_2025_Ithaca_WOP_PLOT_328_subplot_1",730999,328,1,"328_1",36451.2897492859,0.0260234846080609,36521.9276420184,0.0160587071293424,38799.0476039353,37684.9625515709,43066.3151380514
"CU_2025_Ithaca_WOP_PLOT_328_subplot_2",731000,328,2,"328_2",36849.6352941176,0.0184419713831479,36952.9761526232,0.0164619840427606,39163.9176470588,38055.3825119237,43555.6909379968
"CU_2025_Ithaca_WOP_PLOT_328_subplot_3",731001,328,3,"328_3",34685.0691624365,0.0548857868020304,35412.5602791878,0.0659272794409758,40244.4682741117,35377.1887690355,43652.7975888325
"CU_2025_Ithaca_WOP_PLOT_329_subplot_1",730480,329,1,"329_1",33707.8046305106,0.158261972724389,35213.330478909,0.131796240084213,43794.351094196,33548.7117031399,44722.7665715192
"CU_2025_Ithaca_WOP_PLOT_329_subplot_2",730481,329,2,"329_2",34111.6627388535,0.113694267515924,35135.1869426752,0.105333031539275,42665.7484076433,34446.0694267516,44037.828343949
"CU_2025_Ithaca_WOP_PLOT_329_subplot_3",730482,329,3,"329_3",36461.7181933842,0.0327608142493639,36568.828562341,0.0455750254847254,40913.6078244275,37425.8854961832,43556.3088422392
"CU_2025_Ithaca_WOP_PLOT_330_subplot_1",730702,330,1,"330_1",35912.572972973,0.101430842607313,36769.7087440382,0.094216434621475,44729.906200318,37119.5971383148,45262.2817170111
"CU_2025_Ithaca_WOP_PLOT_330_subplot_2",730703,330,2,"330_2",35576.87913486,0.0811068702290076,36317.4564249364,0.0818202920964247,43621.8724554707,37145.7512722646,44470.4701017812
"CU_2025_Ithaca_WOP_PLOT_330_subplot_3",730704,330,3,"330_3",34568.0695153061,0.0880102040816327,35375.8651147959,0.087967100440124,43070.5771683673,36183.1801658163,43664.7337372449
"CU_2025_Ithaca_WOP_PLOT_331_subplot_1",730969,331,1,"331_1",30857.4990433673,0.324617346938775,34008.5363520408,0.196269266413417,45897.518494898,30853.8274872449,43695.0223214286
"CU_2025_Ithaca_WOP_PLOT_331_subplot_2",730970,331,2,"331_2",31764.1125596184,0.24610492845787,34304.1723370429,0.165646575678657,45165.080445151,32393.6375198728,43539.0979332273
"CU_2025_Ithaca_WOP_PLOT_331_subplot_3",730971,331,3,"331_3",34992.8165020707,0.128703408728894,36452.8413507486,0.0924775567329988,43477.489964957,36260.1834979293,43404.9009238611
"CU_2025_Ithaca_WOP_PLOT_332_subplot_1",731146,332,1,"332_1",32382.8913666773,0.237655304237018,35837.876393756,0.108437612564568,42248.083466072,34139.6779229054,41478.1487734947
"CU_2025_Ithaca_WOP_PLOT_332_subplot_2",731147,332,2,"332_2",30968.5625,0.388324873096447,35137.4422588833,0.168549862141143,44629.0685279188,31902.8892766497,42520.9276649746
"CU_2025_Ithaca_WOP_PLOT_332_subplot_3",731148,332,3,"332_3",28839.1958730159,0.509206349206349,33619.6955555555,0.205677205752239,44794.9974603175,29514.4911111111,41815.5673015873
"CU_2025_Ithaca_WOP_PLOT_333_subplot_1",731269,333,1,"333_1",33208.8740082513,0.0748968581402729,36718.5531577277,0.0118431369190189,38079.5620437956,37386.227229451,38788.8156140908
"CU_2025_Ithaca_WOP_PLOT_333_subplot_2",731270,333,2,"333_2",32496.1618441971,0.0623211446740859,35958.1831478537,0.0153809426270299,37774.0117647059,36768.0435612083,38108.146581876
"CU_2025_Ithaca_WOP_PLOT_333_subplot_3",731271,333,3,"333_3",35415.6097715736,0.0374365482233503,38519.9114847716,-0.0162946809178273,38397.9850888325,39863.2921954315,39559.8166243655
"CU_2025_Ithaca_WOP_PLOT_334_subplot_1",730336,334,1,"334_1",34940.3079606724,0.0307643514113543,38013.2337456391,-0.0279347563341863,36807.4544877894,39050.75547098,38412.2280367904
"CU_2025_Ithaca_WOP_PLOT_334_subplot_2",730337,334,2,"334_2",33109.5537531807,0.018765903307888,36079.3683206107,-0.0186549068628505,36092.096692112,37565.2010178117,36926.1701653944
"CU_2025_Ithaca_WOP_PLOT_334_subplot_3",730338,334,3,"334_3",32820.0717232625,0.0504601713741669,36007.6931132974,0.00352226517090067,36987.6772453189,36845.8013329102,37445.7686448747
"CU_2025_Ithaca_WOP_PLOT_335_subplot_1",730636,335,1,"335_1",30966.1002538071,0.324238578680203,34772.9308375635,0.084783876497772,37525.1633883249,31659.2918781726,38366.364213198
"CU_2025_Ithaca_WOP_PLOT_335_subplot_2",730637,335,2,"335_2",31839.9968264043,0.208505236432878,35165.1885115836,0.0628541043297988,37488.5112662647,33146.7949857188,38152.1380514123
"CU_2025_Ithaca_WOP_PLOT_335_subplot_3",730638,335,3,"335_3",34135.5935607268,0.0949952183614919,36649.1036021677,0.017247066990725,37098.2550207204,35959.528849219,38156.1071087026
"CU_2025_Ithaca_WOP_PLOT_336_subplot_1",730498,336,1,"336_1",31793.5196047179,0.3057060886197,35100.5498884284,0.0765204640996913,36999.4944214217,31722.8581447243,38981.8313675486
"CU_2025_Ithaca_WOP_PLOT_336_subplot_2",730499,336,2,"336_2",30821.760572337,0.392050874403816,34627.9631160572,0.126057758687225,39101.4368839428,30289.3459459459,39434.4038155803
"CU_2025_Ithaca_WOP_PLOT_336_subplot_3",730500,336,3,"336_3",30242.8928571429,0.493622448979592,34397.0794005102,0.175436057118707,41433.1489158163,28960.5235969388,40252.5787627551
"CU_2025_Ithaca_WOP_PLOT_337_subplot_1",730924,337,1,"337_1",37442.6704834606,0.0664758269720102,38902.9004452926,-0.0262868743962831,36900.516221374,39089.3056615776,40996.0941475827
"CU_2025_Ithaca_WOP_PLOT_337_subplot_2",730925,337,2,"337_2",34298.1967005076,0.156091370558376,36577.7315989848,0.0205866792105006,36732.6925761421,35327.2947335025,40537.0168147208
"CU_2025_Ithaca_WOP_PLOT_337_subplot_3",730926,337,3,"337_3",34545.7414340102,0.232233502538071,37288.1012055838,0.0327303246974322,37286.8845177665,35121.6846446701,41907.4641497462
"CU_2025_Ithaca_WOP_PLOT_338_subplot_1",730618,338,1,"338_1",30981.2538265306,0.25797193877551,33953.8740433673,0.092288111468515,37623.450255102,31305.6256377551,37757.4661989796
"CU_2025_Ithaca_WOP_PLOT_338_subplot_2",730619,338,2,"338_2",32054.6867852605,0.0886277001270648,34217.3977128335,0.0279955043092467,35431.7223634053,33621.5892630241,36744.3707115629
"CU_2025_Ithaca_WOP_PLOT_338_subplot_3",730620,338,3,"338_3",33894.1659777425,0.03879173290938,35618.3227344992,-0.0106535127566707,34986.0944356121,35868.7634340223,37107.3344992051
"CU_2025_Ithaca_WOP_PLOT_339_subplot_1",731188,339,1,"339_1",35175.7907124682,0.0216284987277354,37709.0165394402,-0.0182591145782343,37482.4277989822,39008.9882315522,38298.3858142494
"CU_2025_Ithaca_WOP_PLOT_339_subplot_2",731189,339,2,"339_2",33644.3361959288,0.0248091603053435,36140.5028625954,-0.010522236224399,36560.2143765903,37481.6300890585,36954.37086514
"CU_2025_Ithaca_WOP_PLOT_339_subplot_3",731190,339,3,"339_3",32379.5564413265,0.0644132653061224,34978.5424107143,0.0155826549554191,36931.5768494898,35950.390625,36780.5325255102
"CU_2025_Ithaca_WOP_PLOT_340_subplot_1",730450,340,1,"340_1",32332.7160101652,0.068297331639136,35684.3440279543,0.0310591442307801,37847.3589580686,35650.6149936468,37667.5533672173
"CU_2025_Ithaca_WOP_PLOT_340_subplot_2",730451,340,2,"340_2",33103.3772321429,0.060905612244898,36072.2490433673,0.0138035338568652,37532.9875637755,36617.506377551,37565.4145408163
"CU_2025_Ithaca_WOP_PLOT_340_subplot_3",730452,340,3,"340_3",34546.2223282443,0.0353053435114504,37121.0114503817,-0.00719837513315724,37648.5165394402,38351.2372773537,38065.2032442748
"CU_2025_Ithaca_WOP_PLOT_341_subplot_1",730819,341,1,"341_1",34262.1993018089,0.097746747064424,36952.7937162805,0.044703068061766,39917.7502380197,36677.1580450651,40397.7397651539
"CU_2025_Ithaca_WOP_PLOT_341_subplot_2",730820,341,2,"341_2",33167.3482824427,0.131043256997456,36069.9831424936,0.0631159961786318,39832.7019720102,35272.5763358779,39795.6100508906
"CU_2025_Ithaca_WOP_PLOT_341_subplot_3",730821,341,3,"341_3",31169.9647395171,0.247458703939009,34584.127064803,0.113396484693853,40508.5257306226,32295.875794155,39430.4888818297
"CU_2025_Ithaca_WOP_PLOT_342_subplot_1",730906,342,1,"342_1",35687.959936407,0.0441971383147854,36497.3761526232,0.0438701755215668,41195.5799682035,37863.013672496,41929.9984101749
"CU_2025_Ithaca_WOP_PLOT_342_subplot_2",730907,342,2,"342_2",35380.9790542685,0.0304665185655347,36043.1939066963,0.0369173289240925,40255.0809266899,37516.9193906696,40960.7521421771
"CU_2025_Ithaca_WOP_PLOT_342_subplot_3",730908,342,3,"342_3",35152.0066624365,0.0358502538071066,35801.4790609137,0.054321020368818,40942.8721446701,36914.975571066,41149.6208756345
"CU_2025_Ithaca_WOP_PLOT_401_subplot_1",730678,401,1,"401_1",37367.784351145,0.0133587786259542,37106.5928753181,0.0393023960913045,41426.3781806616,38430.8498727735,42848.0801526718
"CU_2025_Ithaca_WOP_PLOT_401_subplot_2",730679,401,2,"401_2",35234.2274746193,0.0228426395939086,35289.5425126904,0.0708453520725156,41319.5358502538,35929.5891497462,41807.2484137056
"CU_2025_Ithaca_WOP_PLOT_401_subplot_3",730680,401,3,"401_3",31971.2810810811,0.0753577106518283,33090.7856915739,0.122265718843044,41155.0578696343,32190.4143084261,40675.5497615262
"CU_2025_Ithaca_WOP_PLOT_402_subplot_1",730516,402,1,"402_1",35640.7725826972,0.0066793893129771,35150.9176208651,0.034421403566543,39065.56043257,36538.8625954199,41298.5146310432
"CU_2025_Ithaca_WOP_PLOT_402_subplot_2",730517,402,2,"402_2",36099.3963821009,0.0111075848936845,35315.7860996509,0.0260258240792939,38869.3763884481,36965.1424944462,41282.450015868
"CU_2025_Ithaca_WOP_PLOT_402_subplot_3",730518,402,3,"402_3",35779.338740458,0.0066793893129771,35011.9284351145,0.0265505944421929,38229.1660305343,36333.5187659033,40678.7795801527
"CU_2025_Ithaca_WOP_PLOT_403_subplot_1",730552,403,1,"403_1",34364.4769475358,0.0915739268680445,35138.9771065183,0.0860379970360993,40236.7020667726,33948.1106518283,43124.3513513514
"CU_2025_Ithaca_WOP_PLOT_403_subplot_2",730553,403,2,"403_2",32241.9955357143,0.105548469387755,33455.465880102,0.107883659790996,39492.5854591837,31803.3848852041,41936.6428571429
"CU_2025_Ithaca_WOP_PLOT_403_subplot_3",730554,403,3,"403_3",31645.7900763359,0.124363867684478,32779.9942748092,0.103952765472373,38554.0171755725,31338.4653307888,40898.7989821883
